Pos,No,Driver,Car,Time,Gap,Laps
1,1,Mika HakkinenHAK,McLaren Mercedes,1:18.945,,24
2,6,Ralf SchumacherRSC,Williams Supertec,1:19.401,+0.456s,26
3,4,Eddie IrvineIRV,Ferrari,1:19.666,+0.721s,33
4,2,David CoulthardCOU,McLaren Mercedes,1:19.667,+0.722s,31
5,16,Rubens BarrichelloBAR,Stewart Ford,1:19.812,+0.867s,31
6,7,Damon HillHIL,Jordan Mugen Honda,1:19.919,+0.974s,35
7,22,Jacques VilleneuveVIL,BAR Supertec,1:19.979,+1.034s,31
8,9,Giancarlo FisichellaFIS,Benetton Playlife,1:20.012,+1.067s,35
9,5,Alessandro ZanardiZAN,Williams Supertec,1:20.109,+1.164s,34
10,11,Jean AlesiALE,Sauber Petronas,1:20.123,+1.178s,26
11,10,Alexander WurzWUR,Benetton Playlife,1:20.151,+1.206s,38
12,12,Pedro DinizDIN,Sauber Petronas,1:20.211,+1.266s,38
13,18,Olivier PanisPAN,Prost Peugeot,1:20.313,+1.368s,34
14,3,Mika SaloSAL,Ferrari,1:20.385,+1.440s,28
15,19,Jarno TrulliTRU,Prost Peugeot,1:20.389,+1.444s,33
16,17,Johnny HerbertHER,Stewart Ford,1:20.410,+1.465s,35
17,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:20.643,+1.698s,14
18,20,Luca BadoerBAD,Minardi Ford,1:21.163,+2.218s,28
19,23,Ricardo ZontaZON,BAR Supertec,1:21.224,+2.279s,29
20,21,Marc GeneGEN,Minardi Ford,1:21.811,+2.866s,36
21,15,Toranosuke TakagiTAK,Arrows,1:22.026,+3.081s,19
22,14,Pedro de la RosaDLR,Arrows,1:22.191,+3.246s,27
