Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:19.281,,33
2,2,David CoulthardCOU,McLaren Mercedes,1:19.543,+0.262s,32
3,1,Mika HakkinenHAK,McLaren Mercedes,1:19.568,+0.287s,27
4,4,Eddie IrvineIRV,Ferrari,1:19.631,+0.350s,29
5,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:19.940,+0.659s,36
6,9,Giancarlo FisichellaFIS,Benetton Playlife,1:20.162,+0.881s,33
7,16,Rubens BarrichelloBAR,Stewart Ford,1:20.261,+0.980s,28
8,6,Ralf SchumacherRSC,Williams Supertec,1:20.275,+0.994s,35
9,19,Jarno TrulliTRU,Prost Peugeot,1:20.396,+1.115s,37
10,11,Jean AlesiALE,Sauber Petronas,1:20.485,+1.204s,25
11,5,Alessandro ZanardiZAN,Williams Supertec,1:20.754,+1.473s,35
12,7,Damon HillHIL,Jordan Mugen Honda,1:20.785,+1.504s,40
13,17,Johnny HerbertHER,Stewart Ford,1:20.861,+1.580s,30
14,10,Alexander WurzWUR,Benetton Playlife,1:20.919,+1.638s,32
15,22,Jacques VilleneuveVIL,BAR Supertec,1:20.924,+1.643s,33
16,18,Olivier PanisPAN,Prost Peugeot,1:20.935,+1.654s,28
17,12,Pedro DinizDIN,Sauber Petronas,1:21.022,+1.741s,34
18,23,Ricardo ZontaZON,BAR Supertec,1:21.235,+1.954s,22
19,15,Toranosuke TakagiTAK,Arrows,1:21.810,+2.529s,29
20,14,Pedro de la RosaDLR,Arrows,1:22.039,+2.758s,31
21,21,Marc GeneGEN,Minardi Ford,1:22.205,+2.924s,24
22,20,Luca BadoerBAD,Minardi Ford,1:22.730,+3.449s,30
