Pos,No,Driver,Car,Time,Gap,Laps
1,16,Rubens BarrichelloBAR,Stewart Ford,1:17.232,,18
2,2,David CoulthardCOU,McLaren Mercedes,1:17.283,+0.051s,21
3,1,Mika HakkinenHAK,McLaren Mercedes,1:17.386,+0.154s,21
4,6,Ralf SchumacherRSC,Williams Supertec,1:17.496,+0.264s,14
5,4,Eddie IrvineIRV,Ferrari,1:17.520,+0.288s,19
6,3,Michael SchumacherMSC,Ferrari,1:17.698,+0.466s,20
7,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:18.030,+0.798s,23
8,7,Damon HillHIL,Jordan Mugen Honda,1:18.170,+0.938s,20
9,5,Alessandro ZanardiZAN,Williams Supertec,1:18.255,+1.023s,27
10,23,Ricardo ZontaZON,BAR Supertec,1:18.484,+1.252s,22
11,17,Johnny HerbertHER,Stewart Ford,1:18.516,+1.284s,13
12,11,Jean AlesiALE,Sauber Petronas,1:18.595,+1.363s,15
13,9,Giancarlo FisichellaFIS,Benetton Playlife,1:18.671,+1.439s,20
14,22,Jacques VilleneuveVIL,BAR Supertec,1:18.777,+1.545s,20
15,15,Toranosuke TakagiTAK,Arrows,1:18.887,+1.655s,19
16,19,Jarno TrulliTRU,Prost Peugeot,1:19.075,+1.843s,24
17,12,Pedro DinizDIN,Sauber Petronas,1:19.171,+1.939s,27
18,14,Pedro de la RosaDLR,Arrows,1:19.214,+1.982s,19
19,10,Alexander WurzWUR,Benetton Playlife,1:19.375,+2.143s,16
20,18,Olivier PanisPAN,Prost Peugeot,1:19.403,+2.171s,22
21,20,Luca BadoerBAD,Minardi Ford,1:20.388,+3.156s,20
22,21,Marc GeneGEN,Minardi Ford,1:20.681,+3.449s,29
