Pos,No,Driver,Car,Time,Gap,Laps
1,1,Mika HakkinenHAK,McLaren Mercedes,1:18.219,,23
2,2,David CoulthardCOU,McLaren Mercedes,1:18.890,+0.671s,28
3,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:19.012,+0.793s,21
4,17,Johnny HerbertHER,Stewart Ford,1:19.164,+0.945s,29
5,16,Rubens BarrichelloBAR,Stewart Ford,1:19.186,+0.967s,26
6,22,Jacques VilleneuveVIL,BAR Supertec,1:19.332,+1.113s,33
7,7,Damon HillHIL,Jordan Mugen Honda,1:19.356,+1.137s,34
8,19,Jarno TrulliTRU,Prost Peugeot,1:19.518,+1.299s,31
9,9,Giancarlo FisichellaFIS,Benetton Playlife,1:19.641,+1.422s,16
10,10,Alexander WurzWUR,Benetton Playlife,1:19.715,+1.496s,37
11,4,Eddie IrvineIRV,Ferrari,1:19.817,+1.598s,17
12,6,Ralf SchumacherRSC,Williams Supertec,1:19.825,+1.606s,30
13,18,Olivier PanisPAN,Prost Peugeot,1:19.920,+1.701s,31
14,5,Alessandro ZanardiZAN,Williams Supertec,1:19.926,+1.707s,36
15,3,Mika SaloSAL,Ferrari,1:20.139,+1.920s,21
16,23,Ricardo ZontaZON,BAR Supertec,1:20.152,+1.933s,31
17,11,Jean AlesiALE,Sauber Petronas,1:20.323,+2.104s,8
18,12,Pedro DinizDIN,Sauber Petronas,1:20.342,+2.123s,40
19,14,Pedro de la RosaDLR,Arrows,1:21.398,+3.179s,29
20,20,Luca BadoerBAD,Minardi Ford,1:21.523,+3.304s,22
21,21,Marc GeneGEN,Minardi Ford,1:21.568,+3.349s,32
22,15,Toranosuke TakagiTAK,Arrows,1:22.213,+3.994s,24
