Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:40.424,,28
2,4,Eddie IrvineIRV,Ferrari,1:40.506,+0.082s,24
3,1,Mika HakkinenHAK,McLaren Mercedes,1:41.107,+0.683s,24
4,17,Johnny HerbertHER,Stewart Ford,1:41.111,+0.687s,32
5,2,David CoulthardCOU,McLaren Mercedes,1:41.269,+0.845s,31
6,22,Jacques VilleneuveVIL,BAR Supertec,1:41.560,+1.136s,29
7,16,Rubens BarrichelloBAR,Stewart Ford,1:41.608,+1.184s,29
8,11,Jean AlesiALE,Sauber Petronas,1:42.042,+1.618s,25
9,6,Ralf SchumacherRSC,Williams Supertec,1:42.153,+1.729s,26
10,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:42.282,+1.858s,26
11,9,Giancarlo FisichellaFIS,Benetton Playlife,1:42.292,+1.868s,25
12,12,Pedro DinizDIN,Sauber Petronas,1:42.473,+2.049s,15
13,23,Ricardo ZontaZON,BAR Supertec,1:42.578,+2.154s,24
14,10,Alexander WurzWUR,Benetton Playlife,1:42.755,+2.331s,27
15,7,Damon HillHIL,Jordan Mugen Honda,1:42.861,+2.437s,30
16,19,Jarno TrulliTRU,Prost Peugeot,1:42.946,+2.522s,24
17,5,Alessandro ZanardiZAN,Williams Supertec,1:43.108,+2.684s,26
18,14,Pedro de la RosaDLR,Arrows,1:43.729,+3.305s,30
19,20,Luca BadoerBAD,Minardi Ford,1:43.981,+3.557s,24
20,18,Olivier PanisPAN,Prost Peugeot,1:44.032,+3.608s,12
21,21,Marc GeneGEN,Minardi Ford,1:44.937,+4.513s,15
22,15,Toranosuke TakagiTAK,Arrows,1:44.978,+4.554s,22
