Pos,No,Driver,Car,Time,Gap,Laps
1,2,David CoulthardCOU,McLaren Mercedes,1:26.509,,32
2,1,Mika HakkinenHAK,McLaren Mercedes,1:26.750,+0.241s,26
3,3,Michael SchumacherMSC,Ferrari,1:26.834,+0.325s,33
4,4,Eddie IrvineIRV,Ferrari,1:27.193,+0.684s,26
5,16,Rubens BarrichelloBAR,Stewart Ford,1:27.429,+0.920s,27
6,17,Johnny HerbertHER,Stewart Ford,1:27.734,+1.225s,28
7,6,Ralf SchumacherRSC,Williams Supertec,1:27.986,+1.477s,28
8,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:28.196,+1.687s,36
9,7,Damon HillHIL,Jordan Mugen Honda,1:28.209,+1.700s,39
10,5,Alessandro ZanardiZAN,Williams Supertec,1:28.364,+1.855s,28
11,19,Jarno TrulliTRU,Prost Peugeot,1:28.405,+1.896s,31
12,12,Pedro DinizDIN,Sauber Petronas,1:28.447,+1.938s,34
13,11,Jean AlesiALE,Sauber Petronas,1:28.468,+1.959s,29
14,10,Alexander WurzWUR,Benetton Playlife,1:28.565,+2.056s,36
15,9,Giancarlo FisichellaFIS,Benetton Playlife,1:28.569,+2.060s,25
16,23,Mika SaloSAL,BAR Supertec,1:28.596,+2.087s,27
17,22,Jacques VilleneuveVIL,BAR Supertec,1:28.702,+2.193s,19
18,18,Olivier PanisPAN,Prost Peugeot,1:28.956,+2.447s,27
19,15,Toranosuke TakagiTAK,Arrows,1:29.300,+2.791s,26
20,14,Pedro de la RosaDLR,Arrows,1:29.762,+3.253s,31
21,21,Marc GeneGEN,Minardi Ford,1:30.497,+3.988s,23
22,20,Luca BadoerBAD,Minardi Ford,1:31.347,+4.838s,18
