Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Nigel MansellMAN,Williams Renault,69,1:38:08.459,10
2,6,Riccardo PatresePAT,Williams Renault,69,+46.447s,6
3,20,Martin BrundleBRU,Benetton Ford,69,+72.579s,4
4,11,Mika HakkinenHAK,Lotus Ford,68,+1 lap,3
5,26,Erik ComasCOM,Ligier Renault,68,+1 lap,2
6,12,Johnny HerbertHER,Lotus Ford,68,+1 lap,1
7,9,Michele AlboretoALB,Footwork Mugen Honda,68,+1 lap,0
8,24,Gianni MorbidelliMOR,Minardi Lamborghini,68,+1 lap,0
9,21,Jyrki JarvilehtoJAR,Dallara Ferrari,67,+2 laps,0
10,22,Pierluigi MartiniMAR,Dallara Ferrari,67,+2 laps,0
11,3,Olivier GrouillardGRO,Tyrrell Ilmor,66,+3 laps,0
NC,27,Jean AlesiALE,Ferrari,61,DNF,0
NC,4,Andrea de CesarisDEC,Tyrrell Ilmor,51,DNF,0
NC,30,Ukyo KatayamaKAT,Venturi Lamborghini,49,DNF,0
NC,25,Thierry BoutsenBOU,Ligier Renault,46,DNF,0
NC,28,Ivan CapelliCAP,Ferrari,38,DNF,0
NC,16,Karl WendlingerWEN,March Ilmor,33,DNF,0
NC,32,Stefano ModenaMOD,Jordan Yamaha,25,DNF,0
NC,10,Aguri SuzukiSUZ,Footwork Mugen Honda,20,DNF,0
NC,19,Michael SchumacherMSC,Benetton Ford,17,DNF,0
NC,2,Gerhard BergerBER,McLaren Honda,10,DNF,0
NC,15,Gabriele TarquiniTAR,Fondmetal Ford,6,DNF,0
