Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Nigel MansellMAN,Williams Renault,71,1:36:51.856,10
2,6,Riccardo PatresePAT,Williams Renault,71,+29.330s,6
3,19,Michael SchumacherMSC,Benetton Ford,70,+1 lap,4
4,27,Jean AlesiALE,Ferrari,70,+1 lap,3
5,28,Ivan CapelliCAP,Ferrari,70,+1 lap,2
6,9,Michele AlboretoALB,Footwork Mugen Honda,70,+1 lap,1
7,24,Gianni MorbidelliMOR,Minardi Lamborghini,69,+2 laps,0
8,21,Jyrki JarvilehtoJAR,Dallara Ferrari,69,+2 laps,0
9,30,Ukyo KatayamaKAT,Venturi Lamborghini,68,+3 laps,0
10,11,Mika HakkinenHAK,Lotus Ford,67,+4 laps,0
NC,15,Gabriele TarquiniTAR,Fondmetal Ford,62,DNF,0
NC,16,Karl WendlingerWEN,March Ilmor,55,DNF,0
NC,23,Christian FittipaldiFIT,Minardi Lamborghini,54,DNF,0
NC,3,Olivier GrouillardGRO,Tyrrell Ilmor,52,DNF,0
NC,26,Erik ComasCOM,Ligier Renault,42,DNF,0
NC,12,Johnny HerbertHER,Lotus Ford,36,DNF,0
NC,25,Thierry BoutsenBOU,Ligier Renault,36,DNF,0
NC,33,Mauricio GugelminGUG,Jordan Yamaha,36,DNF,0
NC,20,Martin BrundleBRU,Benetton Ford,30,DNF,0
NC,22,Pierluigi MartiniMAR,Dallara Ferrari,24,DNF,0
NC,29,Bertrand GachotGAC,Venturi Lamborghini,23,DNF,0
NC,4,Andrea de CesarisDEC,Tyrrell Ilmor,21,DNF,0
NC,1,Ayrton SennaSEN,McLaren Honda,17,DNF,0
NC,2,Gerhard BergerBER,McLaren Honda,4,DNF,0
NC,10,Aguri SuzukiSUZ,Footwork Mugen Honda,2,DNF,0
NC,32,Stefano ModenaMOD,Jordan Yamaha,1,DNF,0
