Pos,No,Driver,Car,Time,Gap,Laps
1,1,Mika HakkinenHAK,McLaren Mercedes,1:33.132,,25
2,3,Michael SchumacherMSC,Ferrari,1:33.360,+0.228s,30
3,2,David CoulthardCOU,McLaren Mercedes,1:33.414,+0.282s,31
4,4,Rubens BarrichelloBAR,Ferrari,1:33.587,+0.455s,29
5,9,Ralf SchumacherRSC,Williams BMW,1:33.906,+0.774s,29
6,11,Giancarlo FisichellaFIS,Benetton Playlife,1:34.466,+1.334s,18
7,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:34.709,+1.577s,34
8,19,Jos VerstappenVER,Arrows Supertec,1:34.787,+1.655s,25
9,6,Jarno TrulliTRU,Jordan Mugen Honda,1:34.855,+1.723s,36
10,17,Mika SaloSAL,Sauber Petronas,1:34.926,+1.794s,30
11,18,Pedro de la RosaDLR,Arrows Supertec,1:35.114,+1.982s,27
12,15,Nick HeidfeldHEI,Prost Peugeot,1:35.130,+1.998s,32
13,16,Pedro DinizDIN,Sauber Petronas,1:35.166,+2.034s,21
14,22,Jacques VilleneuveVIL,BAR Honda,1:35.313,+2.181s,33
15,23,Ricardo ZontaZON,BAR Honda,1:35.679,+2.547s,34
16,14,Jean AlesiALE,Prost Peugeot,1:35.858,+2.726s,18
17,12,Alexander WurzWUR,Benetton Playlife,1:36.013,+2.881s,33
18,8,Johnny HerbertHER,Jaguar Cosworth,1:36.020,+2.888s,24
19,20,Marc GeneGEN,Minardi Fondmetal,1:36.305,+3.173s,25
20,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:37.187,+4.055s,32
21,10,Jenson ButtonBUT,Williams BMW,1:41.870,+8.738s,4
22,7,Eddie IrvineIRV,Jaguar Cosworth,1:44.323,+11.191s,4
