Pos,No,Driver,Car,Time,Gap,Laps
1,2,David CoulthardCOU,McLaren Mercedes,1:18.654,,28
2,3,Michael SchumacherMSC,Ferrari,1:18.873,+0.219s,32
3,4,Rubens BarrichelloBAR,Ferrari,1:18.909,+0.255s,35
4,1,Mika HakkinenHAK,McLaren Mercedes,1:19.115,+0.461s,44
5,6,Jarno TrulliTRU,Jordan Mugen Honda,1:19.342,+0.688s,38
6,9,Ralf SchumacherRSC,Williams BMW,1:19.536,+0.882s,39
7,22,Jacques VilleneuveVIL,BAR Honda,1:19.569,+0.915s,40
8,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:19.619,+0.965s,28
9,17,Mika SaloSAL,Sauber Petronas,1:19.763,+1.109s,38
10,11,Giancarlo FisichellaFIS,Benetton Playlife,1:19.847,+1.193s,42
11,10,Jenson ButtonBUT,Williams BMW,1:19.918,+1.264s,30
12,19,Jos VerstappenVER,Arrows Supertec,1:19.988,+1.334s,35
13,12,Alexander WurzWUR,Benetton Playlife,1:20.005,+1.351s,43
14,8,Johnny HerbertHER,Jaguar Cosworth,1:20.008,+1.354s,37
15,14,Jean AlesiALE,Prost Peugeot,1:20.021,+1.367s,33
16,7,Eddie IrvineIRV,Jaguar Cosworth,1:20.052,+1.398s,31
17,23,Ricardo ZontaZON,BAR Honda,1:20.306,+1.652s,32
18,15,Nick HeidfeldHEI,Prost Peugeot,1:20.486,+1.832s,30
19,16,Pedro DinizDIN,Sauber Petronas,1:20.546,+1.892s,26
20,18,Pedro de la RosaDLR,Arrows Supertec,1:20.552,+1.898s,32
21,20,Marc GeneGEN,Minardi Fondmetal,1:20.914,+2.260s,38
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:21.039,+2.385s,38
