Pos,No,Driver,Car,Time,Gap,Laps
1,1,Mika HakkinenHAK,McLaren Mercedes,1:24.973,,27
2,3,Michael SchumacherMSC,Ferrari,1:25.085,+0.112s,31
3,2,David CoulthardCOU,McLaren Mercedes,1:25.090,+0.117s,31
4,6,Jarno TrulliTRU,Jordan Mugen Honda,1:25.852,+0.879s,33
5,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:26.097,+1.124s,34
6,4,Rubens BarrichelloBAR,Ferrari,1:26.357,+1.384s,23
7,17,Mika SaloSAL,Sauber Petronas,1:26.428,+1.455s,31
8,22,Jacques VilleneuveVIL,BAR Honda,1:26.551,+1.578s,31
9,7,Eddie IrvineIRV,Jaguar Cosworth,1:26.566,+1.593s,22
10,16,Pedro DinizDIN,Sauber Petronas,1:26.634,+1.661s,32
11,8,Johnny HerbertHER,Jaguar Cosworth,1:26.729,+1.756s,29
12,9,Ralf SchumacherRSC,Williams BMW,1:26.807,+1.834s,17
13,12,Alexander WurzWUR,Benetton Playlife,1:26.855,+1.882s,26
14,11,Giancarlo FisichellaFIS,Benetton Playlife,1:26.964,+1.991s,28
15,19,Jos VerstappenVER,Arrows Supertec,1:27.188,+2.215s,19
16,14,Jean AlesiALE,Prost Peugeot,1:27.195,+2.222s,29
17,18,Pedro de la RosaDLR,Arrows Supertec,1:27.312,+2.339s,16
18,10,Jenson ButtonBUT,Williams BMW,1:27.453,+2.480s,12
19,15,Nick HeidfeldHEI,Prost Peugeot,1:27.464,+2.491s,22
20,23,Ricardo ZontaZON,BAR Honda,1:27.791,+2.818s,15
21,20,Marc GeneGEN,Minardi Fondmetal,1:28.155,+3.182s,26
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:28.276,+3.303s,27
