Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:17.395,,30
2,2,David CoulthardCOU,McLaren Mercedes,1:18.025,+0.630s,29
3,4,Rubens BarrichelloBAR,Ferrari,1:18.268,+0.873s,30
4,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:18.411,+1.016s,26
5,9,Ralf SchumacherRSC,Williams BMW,1:18.430,+1.035s,25
6,1,Mika HakkinenHAK,McLaren Mercedes,1:18.467,+1.072s,20
7,6,Jarno TrulliTRU,Jordan Mugen Honda,1:18.503,+1.108s,23
8,11,Giancarlo FisichellaFIS,Benetton Playlife,1:18.561,+1.166s,30
9,17,Mika SaloSAL,Sauber Petronas,1:18.793,+1.398s,29
10,16,Pedro DinizDIN,Sauber Petronas,1:19.006,+1.611s,23
11,10,Jenson ButtonBUT,Williams BMW,1:19.024,+1.629s,31
12,7,Eddie IrvineIRV,Jaguar Cosworth,1:19.312,+1.917s,27
13,22,Jacques VilleneuveVIL,BAR Honda,1:19.560,+2.165s,29
14,14,Jean AlesiALE,Prost Peugeot,1:19.951,+2.556s,28
15,8,Johnny HerbertHER,Jaguar Cosworth,1:19.972,+2.577s,30
16,19,Jos VerstappenVER,Arrows Supertec,1:20.049,+2.654s,33
17,18,Pedro de la RosaDLR,Arrows Supertec,1:20.192,+2.797s,30
18,12,Alexander WurzWUR,Benetton Playlife,1:20.403,+3.008s,23
19,23,Ricardo ZontaZON,BAR Honda,1:20.515,+3.120s,31
20,15,Nick HeidfeldHEI,Prost Peugeot,1:20.682,+3.287s,31
21,20,Marc GeneGEN,Minardi Fondmetal,1:20.784,+3.389s,27
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:21.069,+3.674s,17
