Pos,No,Driver,Car,Time,Gap,Laps
1,1,Mika HakkinenHAK,McLaren Mercedes,1:11.336,,33
2,2,David CoulthardCOU,McLaren Mercedes,1:11.416,+0.080s,35
3,3,Michael SchumacherMSC,Ferrari,1:11.605,+0.269s,37
4,4,Rubens BarrichelloBAR,Ferrari,1:11.754,+0.418s,36
5,22,Jacques VilleneuveVIL,BAR Honda,1:12.007,+0.671s,25
6,8,Johnny HerbertHER,Jaguar Cosworth,1:12.082,+0.746s,33
7,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:12.084,+0.748s,37
8,17,Mika SaloSAL,Sauber Petronas,1:12.142,+0.806s,27
9,11,Giancarlo FisichellaFIS,Benetton Playlife,1:12.208,+0.872s,27
10,18,Pedro de la RosaDLR,Arrows Supertec,1:12.230,+0.894s,29
11,19,Jos VerstappenVER,Arrows Supertec,1:12.342,+1.006s,47
12,6,Jarno TrulliTRU,Jordan Mugen Honda,1:12.404,+1.068s,35
13,10,Jenson ButtonBUT,Williams BMW,1:12.430,+1.094s,36
14,23,Ricardo ZontaZON,BAR Honda,1:12.434,+1.098s,30
15,9,Ralf SchumacherRSC,Williams BMW,1:12.525,+1.189s,30
16,16,Pedro DinizDIN,Sauber Petronas,1:12.529,+1.193s,27
17,15,Nick HeidfeldHEI,Prost Peugeot,1:12.698,+1.362s,27
18,12,Alexander WurzWUR,Benetton Playlife,1:12.822,+1.486s,45
19,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:13.114,+1.778s,28
20,14,Jean AlesiALE,Prost Peugeot,1:13.141,+1.805s,27
21,20,Marc GeneGEN,Minardi Fondmetal,1:13.706,+2.370s,32
22,7,Luciano BurtiBUR,Jaguar Cosworth,1:14.149,+2.813s,18
