Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:30.439,,25
2,2,David CoulthardCOU,McLaren Mercedes,1:30.958,+0.519s,18
3,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:31.020,+0.581s,15
4,4,Rubens BarrichelloBAR,Ferrari,1:31.366,+0.927s,29
5,9,Ralf SchumacherRSC,Williams BMW,1:31.602,+1.163s,32
6,6,Jarno TrulliTRU,Jordan Mugen Honda,1:31.692,+1.253s,27
7,18,Pedro de la RosaDLR,Arrows Supertec,1:31.898,+1.459s,25
8,19,Jos VerstappenVER,Arrows Supertec,1:32.073,+1.634s,25
9,22,Jacques VilleneuveVIL,BAR Honda,1:32.113,+1.674s,29
10,8,Johnny HerbertHER,Jaguar Cosworth,1:32.131,+1.692s,19
11,17,Mika SaloSAL,Sauber Petronas,1:32.260,+1.821s,29
12,7,Eddie IrvineIRV,Jaguar Cosworth,1:32.345,+1.906s,28
13,11,Giancarlo FisichellaFIS,Benetton Playlife,1:32.382,+1.943s,29
14,20,Marc GeneGEN,Minardi Fondmetal,1:32.441,+2.002s,30
15,12,Alexander WurzWUR,Benetton Playlife,1:32.654,+2.215s,33
16,16,Pedro DinizDIN,Sauber Petronas,1:32.921,+2.482s,29
17,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:33.039,+2.600s,31
18,1,Mika HakkinenHAK,McLaren Mercedes,1:33.074,+2.635s,6
19,14,Jean AlesiALE,Prost Peugeot,1:33.287,+2.848s,10
20,23,Ricardo ZontaZON,BAR Honda,1:33.675,+3.236s,19
21,10,Jenson ButtonBUT,Williams BMW,1:33.791,+3.352s,4
22,15,Nick HeidfeldHEI,Prost Peugeot,1:33.826,+3.387s,16
