Pos,No,Driver,Car,Time,Gap,Laps
1,1,Mika HakkinenHAK,McLaren Mercedes,1:37.037,,21
2,3,Michael SchumacherMSC,Ferrari,1:37.176,+0.139s,27
3,10,Jenson ButtonBUT,Williams BMW,1:37.244,+0.207s,28
4,4,Rubens BarrichelloBAR,Ferrari,1:37.260,+0.223s,21
5,9,Ralf SchumacherRSC,Williams BMW,1:37.493,+0.456s,25
6,2,David CoulthardCOU,McLaren Mercedes,1:37.503,+0.466s,28
7,11,Giancarlo FisichellaFIS,Benetton Playlife,1:37.739,+0.702s,28
8,7,Eddie IrvineIRV,Jaguar Cosworth,1:37.893,+0.856s,24
9,12,Alexander WurzWUR,Benetton Playlife,1:38.257,+1.220s,25
10,22,Jacques VilleneuveVIL,BAR Honda,1:38.422,+1.385s,20
11,18,Pedro de la RosaDLR,Arrows Supertec,1:38.438,+1.401s,21
12,6,Jarno TrulliTRU,Jordan Mugen Honda,1:38.471,+1.434s,13
13,19,Jos VerstappenVER,Arrows Supertec,1:38.578,+1.541s,21
14,8,Johnny HerbertHER,Jaguar Cosworth,1:38.590,+1.553s,29
15,15,Nick HeidfeldHEI,Prost Peugeot,1:38.758,+1.721s,29
16,23,Ricardo ZontaZON,BAR Honda,1:38.868,+1.831s,22
17,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:38.872,+1.835s,17
18,17,Mika SaloSAL,Sauber Petronas,1:38.921,+1.884s,31
19,14,Jean AlesiALE,Prost Peugeot,1:39.225,+2.188s,23
20,16,Pedro DinizDIN,Sauber Petronas,1:39.960,+2.923s,6
21,20,Marc GeneGEN,Minardi Fondmetal,1:40.185,+3.148s,25
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:41.210,+4.173s,29
