Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:23.904,,31
2,1,Mika HakkinenHAK,McLaren Mercedes,1:24.142,+0.238s,22
3,4,Rubens BarrichelloBAR,Ferrari,1:24.199,+0.295s,29
4,2,David CoulthardCOU,McLaren Mercedes,1:24.292,+0.388s,33
5,9,Ralf SchumacherRSC,Williams BMW,1:24.352,+0.448s,31
6,10,Jenson ButtonBUT,Williams BMW,1:24.515,+0.611s,27
7,11,Giancarlo FisichellaFIS,Benetton Playlife,1:24.644,+0.740s,27
8,23,Ricardo ZontaZON,BAR Honda,1:24.672,+0.768s,33
9,22,Jacques VilleneuveVIL,BAR Honda,1:24.780,+0.876s,32
10,7,Eddie IrvineIRV,Jaguar Cosworth,1:25.064,+1.160s,31
11,17,Mika SaloSAL,Sauber Petronas,1:25.179,+1.275s,31
12,6,Jarno TrulliTRU,Jordan Mugen Honda,1:25.198,+1.294s,11
13,14,Jean AlesiALE,Prost Peugeot,1:25.299,+1.395s,27
14,16,Pedro DinizDIN,Sauber Petronas,1:25.407,+1.503s,22
15,15,Nick HeidfeldHEI,Prost Peugeot,1:25.431,+1.527s,32
16,8,Johnny HerbertHER,Jaguar Cosworth,1:25.473,+1.569s,32
17,18,Pedro de la RosaDLR,Arrows Supertec,1:25.508,+1.604s,30
18,19,Jos VerstappenVER,Arrows Supertec,1:25.776,+1.872s,31
19,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:26.272,+2.368s,7
20,20,Marc GeneGEN,Minardi Fondmetal,1:26.295,+2.391s,33
21,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:27.234,+3.330s,22
22,12,Alexander WurzWUR,Benetton Playlife,8:45.695,+441.791s,5
