Pos,No,Driver,Car,Time,Gap,Laps
1,1,Mika HakkinenHAK,McLaren Mercedes,1:14.159,,29
2,4,Rubens BarrichelloBAR,Ferrari,1:14.442,+0.283s,31
3,2,David CoulthardCOU,McLaren Mercedes,1:14.502,+0.343s,32
4,3,Michael SchumacherMSC,Ferrari,1:14.546,+0.387s,13
5,6,Jarno TrulliTRU,Jordan Mugen Honda,1:14.604,+0.445s,33
6,11,Giancarlo FisichellaFIS,Benetton Playlife,1:15.156,+0.997s,43
7,22,Jacques VilleneuveVIL,BAR Honda,1:15.404,+1.245s,38
8,19,Jos VerstappenVER,Arrows Supertec,1:15.509,+1.350s,38
9,9,Ralf SchumacherRSC,Williams BMW,1:15.594,+1.435s,34
10,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:15.724,+1.565s,26
11,18,Pedro de la RosaDLR,Arrows Supertec,1:15.831,+1.672s,28
12,12,Alexander WurzWUR,Benetton Playlife,1:15.947,+1.788s,29
13,23,Ricardo ZontaZON,BAR Honda,1:16.110,+1.951s,24
14,8,Johnny HerbertHER,Jaguar Cosworth,1:16.212,+2.053s,24
15,7,Eddie IrvineIRV,Jaguar Cosworth,1:16.284,+2.125s,26
16,14,Jean AlesiALE,Prost Peugeot,1:16.457,+2.298s,21
17,20,Marc GeneGEN,Minardi Fondmetal,1:16.477,+2.318s,26
18,10,Jenson ButtonBUT,Williams BMW,1:16.709,+2.550s,20
19,15,Nick HeidfeldHEI,Prost Peugeot,1:16.863,+2.704s,36
20,17,Mika SaloSAL,Sauber Petronas,1:17.079,+2.920s,16
21,16,Pedro DinizDIN,Sauber Petronas,1:17.949,+3.790s,17
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:27.776,+13.617s,5
