Pos,No,Driver,Car,Time,Gap,Laps
1,3,Michael SchumacherMSC,Ferrari,1:18.527,,36
2,4,Rubens BarrichelloBAR,Ferrari,1:18.754,+0.227s,26
3,1,Mika HakkinenHAK,McLaren Mercedes,1:18.761,+0.234s,28
4,2,David CoulthardCOU,McLaren Mercedes,1:18.907,+0.380s,25
5,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,1:19.011,+0.484s,34
6,11,Giancarlo FisichellaFIS,Benetton Playlife,1:19.038,+0.511s,29
7,22,Jacques VilleneuveVIL,BAR Honda,1:19.225,+0.698s,38
8,9,Ralf SchumacherRSC,Williams BMW,1:19.302,+0.775s,26
9,18,Pedro de la RosaDLR,Arrows Supertec,1:19.333,+0.806s,25
10,6,Jarno TrulliTRU,Jordan Mugen Honda,1:19.409,+0.882s,35
11,23,Ricardo ZontaZON,BAR Honda,1:19.667,+1.140s,29
12,8,Johnny HerbertHER,Jaguar Cosworth,1:19.745,+1.218s,33
13,10,Jenson ButtonBUT,Williams BMW,1:19.756,+1.229s,15
14,15,Nick HeidfeldHEI,Prost Peugeot,1:19.833,+1.306s,36
15,14,Jean AlesiALE,Prost Peugeot,1:19.894,+1.367s,27
16,12,Alexander WurzWUR,Benetton Playlife,1:19.902,+1.375s,27
17,7,Eddie IrvineIRV,Jaguar Cosworth,1:19.914,+1.387s,29
18,17,Mika SaloSAL,Sauber Petronas,1:19.991,+1.464s,28
19,20,Marc GeneGEN,Minardi Fondmetal,1:20.262,+1.735s,27
20,16,Pedro DinizDIN,Sauber Petronas,1:20.283,+1.756s,27
21,19,Jos VerstappenVER,Arrows Supertec,1:20.382,+1.855s,11
22,21,Gaston MazzacaneMAZ,Minardi Fondmetal,1:21.177,+2.650s,33
