Pos,No,Driver,Car,Time
1,12,Jose Froilan GonzalezGON,Ferrari,1:43.400
2,2,Juan Manuel FangioFAN,Alfa Romeo,1:44.400
3,1,Nino FarinaFAR,Alfa Romeo,1:45.000
4,11,Alberto AscariASC,Ferrari,1:45.400
5,10,Luigi  VilloresiVIL,Ferrari,1:45.800
6,3,Consalvo  SanesiSAN,Alfa Romeo,1:50.200
7,4,Felice  BonettoBON,Alfa Romeo,1:52.000
8,14,Peter  WhiteheadWHI,Ferrari,1:54.600
9,22,Louis  RosierROS,Talbot-Lago,1:56.000
10,8,Bob  GerardGER,ERA,1:57.000
11,18,Duncan  Hamilton HAM,Talbot-Lago,1:57.200
12,9,Brian Shawe-TaylorSHA,ERA,1:58.200
13,23,Louis  ChironCHI,Talbot-Lago,2:00.200
14,25,Johnny ClaesCLA,Talbot-Lago,2:05.800
15,15,David  MurrayMUR,Maserati,2:06.000
16,17,Philip  Fotheringham-Parker FOT,Maserati,2:13.200
17,16,John JamesJAM,Maserati,2:17.000
18,5,Joe KellyKEL,Alta,2:18.400
19,7,Peter  Walker WAL,BRM,
20,6,Reg  ParnellPAR,BRM,
