Pos,No,Driver,Car,Time
1,4,Juan Manuel FangioFAN,Alfa Romeo,2:25.700
2,2,Nino FarinaFAR,Alfa Romeo,2:27.400
3,12,Alberto AscariASC,Ferrari,2:28.100
4,10,Luigi  VilloresiVIL,Ferrari,2:28.500
5,6,Consalvo  SanesiSAN,Alfa Romeo,2:28.900
6,14,Jose Froilan GonzalezGON,Ferrari,2:30.800
7,8,Luigi FagioliFAG,Alfa Romeo,2:33.100
8,42,Louis  ChironCHI,Talbot-Lago,2:43.700
9,26,Reg  ParnellPAR,Ferrari,2:44.000
10,38,Philippe  EtancelinETA,Talbot-Lago,2:44.800
11,46,Yves Giraud-CabantousGIR,,2:45.700
12,28,Johnny ClaesCLA,Talbot-Lago,2:46.600
13,40,Louis  RosierROS,Talbot-Lago,2:48.000
14,44,Eugene  ChaboudCHA,Talbot-Lago,2:49.600
15,50,Onofre MarimonMAR,Maserati,2:49.800
16,18,Toulo de GraffenriedDEG,Maserati,2:50.100
17,36,Aldo  Gordini GOR,Simca-Gordini,2:50.300
18,32,Maurice  TrintignantTRI,Simca-Gordini,2:50.300
19,48,Guy  MairesseMAI,Talbot-Lago,2:58.400
20,24,Peter  WhiteheadWHI,Ferrari,
21,34,Andre  SimonSIM,Simca-Gordini,
22,20,Harry SchellSCH,Maserati,
23,30,Robert  ManzonMAN,Simca-Gordini,
