Pos,No,Driver,Car,Time
1,38,Juan Manuel FangioFAN,Alfa Romeo,1:53.200
2,34,Nino FarinaFAR,Alfa Romeo,1:53.900
3,2,Alberto AscariASC,Ferrari,1:55.100
4,6,Jose Froilan GonzalezGON,Talbot-Lago,1:55.900
5,4,Luigi  VilloresiVIL,Ferrari,1:57.900
6,8,Piero  TaruffiTAR,Ferrari,1:58.200
7,40,Felice  BonettoBON,Alfa Romeo,1:58.300
8,30,Reg  ParnellPAR,BRM,2:02.200
9,36,Toulo de GraffenriedDEG,Alfa Romeo,2:05.200
10,32,Ken RichardsonRIC,BRM,2:05.600
11,48,Andre  SimonSIM,Simca-Gordini,2:08.000
12,50,Maurice  TrintignantTRI,Simca-Gordini,2:08.900
13,46,Robert  ManzonMAN,Simca-Gordini,2:09.000
14,24,Yves Giraud-CabantousGIR,Talbot-Lago,2:09.300
15,18,Louis  RosierROS,Talbot-Lago,2:10.800
16,12,Chico LandiLAN,Ferrari,2:11.200
17,20,Louis  ChironCHI,Talbot-Lago,2:12.100
18,44,Franco  RolROL,OSCA,2:13.400
19,16,Peter  WhiteheadWHI,Ferrari,2:16.200
20,22,Pierre  LeveghLEV,Talbot-Lago,2:16.500
21,26,Johnny ClaesCLA,Talbot-Lago,2:18.600
22,28,Jacques SwatersSWA,Talbot-Lago,2:18.800
