Pos,No,Driver,Car,Time
1,71,Alberto AscariASC,Ferrari,9:55.800
2,74,Jose Froilan GonzalezGON,Ferrari,9:57.500
3,75,Juan Manuel FangioFAN,Alfa Romeo,9:59.000
4,76,Nino FarinaFAR,Alfa Romeo,10:01.000
5,72,Luigi  VilloresiVIL,Ferrari,10:06.600
6,73,Piero  TaruffiTAR,Ferrari,10:12.900
7,78,Paul  PietschPIE,Alfa Romeo,10:15.700
8,91,Rudi  Fischer FIS,Ferrari,10:23.800
9,82,Robert  ManzonMAN,Simca-Gordini,10:28.900
10,77,Felice  BonettoBON,Alfa Romeo,10:46.100
11,87,Yves Giraud-CabantousGIR,Talbot-Lago,10:52.800
12,83,Andre  SimonSIM,Simca-Gordini,10:57.500
13,85,Louis  ChironCHI,Talbot-Lago,11:00.200
14,81,Maurice  TrintignantTRI,Simca-Gordini,11:07.500
15,84,Louis  RosierROS,Talbot-Lago,11:08.200
16,79,Toulo de GraffenriedDEG,Maserati,11:25.600
17,92,Toni  BrancaBRA,Maserati,11:26.700
18,94,Johnny ClaesCLA,Talbot-Lago,11:33.600
19,90,Pierre  LeveghLEV,Talbot-Lago,11:41.900
20,88,Duncan  Hamilton HAM,Talbot-Lago,11:49.300
21,86,Philippe  EtancelinETA,Talbot-Lago,11:52.900
22,93,Jacques SwatersSWA,Talbot-Lago,12:09.100
