Pos,No,Driver,Car,Time
1,18,Duke NalonNAL,Kurtis Kraft Novi,4:23.740
2,99,Lee WallardWAL,Kurtis Kraft Offenhauser,4:26.590
3,9,Jack McGrathMCG,Kurtis Kraft Offenhauser,4:28.050
4,27,Duane CarterCAR,Deidt Offenhauser,4:29.160
5,16,Mauri  RoseROS,Deidt Offenhauser,4:29.820
6,98,Troy RuttmanRUT,Kurtis Kraft Offenhauser,4:32.080
7,83,Mike NazarukNAZ,Kurtis Kraft Offenhauser,4:32.350
8,3,Johnnie  ParsonsPAR,Kurtis Kraft Offenhauser,4:32.410
9,5,Tony  BettenhausenBET,Deidt Offenhauser,4:32.830
10,4,Cecil  GreenGRE,Kurtis Kraft Offenhauser,4:32.950
11,59,Fred AgabashianAGA,Kurtis Kraft Offenhauser,4:26.610
12,25,Sam HanksHAN,Kurtis Kraft Offenhauser,4:30.680
13,44,Walt BrownBRO,Kurtis Kraft Offenhauser,4:32.920
14,2,Walt  FaulknerFAU,Kurtis Kraft Offenhauser,4:23.020
15,73,Carl ScarboroughSCA,Kurtis Kraft Offenhauser,4:25.460
16,10,Bill SchindlerSCH,Kurtis Kraft Offenhauser,4:28.590
17,1,Henry BanksBAN,Moore Offenhauser,4:28.860
18,23,Cliff GriffithGRI,Kurtis Kraft Offenhauser,4:28.980
19,8,Chuck  StevensonSTE,Marchese Offenhauser,4:29.310
20,81,Bill  Vukovich VUK,Trevis Offenhauser,4:29.210
21,22,George ConnorCON,Moore Offenhauser,4:29.960
22,69,Gene ForceFOR,Kurtis Kraft Offenhauser,4:30.470
23,19,Mack HellingsHEL,Deidt Offenhauser,4:30.830
24,68,Carl ForbergFOR,Kurtis Kraft Offenhauser,4:30.900
25,48,Rodger WardWAR,Bromme Offenhauser,4:26.930
26,12,Johnny McDowellMCD,Maserati-Offenhauser,4:31.750
27,76,Jimmy DaviesDAV,Pawl Offenhauser,4:29.630
28,32,Chet  MillerMIL,Kurtis Kraft Novi,4:25.100
29,52,Bobby BallBAL,Schroeder Offenhauser,4:28.460
30,26,Joe JamesJAM,Watson Offenhauser,4:28.820
31,57,Andy LindenLIN,Sherman Offenhauser,4:32.260
32,6,Duke DinsmoreDIN,Kurtis Kraft Offenhauser,4:32.780
33,71,Bill  MackeyMAC,Hall Offenhauser,4:33.820
