Pos,No,Driver,Car,Time
1,21,Jackie StewartSTE,Tyrrell Ford,1:24.000
2,28,Chris AmonAMO,March Ford,1:24.600
3,11,Denny HulmeHUL,McLaren Alfa Romeo,1:25.100
4,5,Jack BrabhamBRA,Brabham Ford,1:25.400
5,26,Jacky IckxICK,Ferrari,1:25.500
6,8,Jean-Pierre BeltoiseBEL,Matra,1:25.600
7,9,Henri PescaroloPES,Matra,1:25.700
8,3,Jochen RindtRIN,Lotus Ford,1:25.900
9,24,Piers   CourageCOU,De Tomaso Ford,1:26.100
10,12,Bruce McLarenMCL,McLaren Alfa Romeo,1:26.100
11,19,Jo SiffertSIF,March Ford,1:26.200
12,23,Ronnie PetersonPET,March Ford,1:26.800
13,14,John SurteesSUR,McLaren Ford,1:27.400
14,16,Jackie OliverOLI,BRM,1:27.500
15,17,Pedro RodriguezROD,BRM,1:27.800
16,1,Graham HillHIL,Lotus Ford,
