Pos,No,Driver,Car,Time
1,10,Jochen RindtRIN,Lotus Ford,1:18.500
2,5,Jackie StewartSTE,Tyrrell Ford,1:18.730
3,25,Jacky IckxICK,Ferrari,1:18.930
4,8,Chris AmonAMO,March Ford,1:19.250
5,2,Jackie OliverOLI,BRM,1:19.300
6,26,Clay RegazzoniREG,Ferrari,1:19.480
7,1,Pedro RodriguezROD,BRM,1:20.070
8,12,John   MilesMIL,Lotus Ford,1:20.240
9,4,Piers   CourageCOU,De Tomaso Ford,1:20.320
10,23,Jean-Pierre BeltoiseBEL,Matra,1:20.380
11,20,Peter  Gethin GET,McLaren Alfa Romeo,1:20.410
12,18,Jack BrabhamBRA,Brabham Ford,1:20.760
13,24,Henri PescaroloPES,Matra,1:20.890
14,16,John SurteesSUR,McLaren Ford,1:21.180
15,6,Francois  Cevert CEV,Tyrrell Ford,1:21.180
16,22,Ronnie PetersonPET,March Ford,1:21.240
17,9,Jo SiffertSIF,March Ford,1:21.270
18,3,George EatonEAT,BRM,1:21.350
19,32,Dan GurneyGUR,McLaren Alfa Romeo,1:21.360
20,15,Graham HillHIL,Lotus Ford,1:21.750
