Pos,No,Driver,Car,Time
1,5,Jochen RindtRIN,Lotus Ford,1:24.800
2,17,Jack BrabhamBRA,Brabham Ford,1:24.800
3,3,Jacky IckxICK,Ferrari,1:25.100
4,23,Jackie OliverOLI,BRM,1:25.600
5,9,Denny HulmeHUL,McLaren Alfa Romeo,1:25.600
6,4,Clay RegazzoniREG,Ferrari,1:25.800
7,6,John   MilesMIL,Lotus Ford,1:25.900
8,1,Jackie StewartSTE,Tyrrell Ford,1:26.000
9,26,Mario AndrettiAND,March Ford,1:26.200
10,7,Jean-Pierre BeltoiseBEL,Matra,1:26.500
11,10,Dan GurneyGUR,McLaren Alfa Romeo,1:26.600
12,8,Henri PescaroloPES,Matra,1:26.700
13,27,Ronnie PetersonPET,March Ford,1:26.800
14,2,Francois  Cevert CEV,Tyrrell Ford,1:26.800
15,22,Pedro RodriguezROD,BRM,1:26.900
16,24,George EatonEAT,BRM,1:26.900
17,16,Chris AmonAMO,March Ford,1:27.000
18,11,Andrea de Adamich DEA,McLaren Alfa Romeo,1:27.100
19,20,John SurteesSUR,McLaren Ford,1:27.700
20,15,Jo SiffertSIF,March Ford,1:28.000
21,28,Emerson FittipaldiFIT,Lotus Ford,1:28.100
22,14,Graham HillHIL,Lotus Ford,1:28.400
23,29,Pete  Lovely LOV,Lotus Ford,1:30.300
