Pos,No,Driver,Car,Time
1,2,Jacky IckxICK,Ferrari,1:24.140
2,10,Pedro RodriguezROD,BRM,1:24.360
3,4,Clay RegazzoniREG,Ferrari,1:24.390
4,18,Jackie StewartSTE,Tyrrell Ford,1:24.730
5,6,Ignazio  Giunti GIU,Ferrari,1:24.740
6,8,Jackie OliverOLI,BRM,1:24.770
7,50,Jo SiffertSIF,March Ford,1:25.090
8,44,Jack BrabhamBRA,Brabham Ford,1:25.390
9,30,Denny HulmeHUL,McLaren Alfa Romeo,1:25.470
10,14,John SurteesSUR,McLaren Ford,1:25.560
11,20,Francois  Cevert CEV,Tyrrell Ford,1:25.560
12,34,Andrea de Adamich DEA,McLaren Alfa Romeo,1:25.910
13,52,Ronnie PetersonPET,March Ford,1:25.930
14,40,Jean-Pierre BeltoiseBEL,Matra,1:26.010
15,42,Henri PescaroloPES,Matra,1:26.040
16,32,Peter  Gethin GET,McLaren Alfa Romeo,1:26.190
17,46,Rolf StommelenSTO,Brabham Ford,1:26.600
18,48,Chris AmonAMO,March Ford,1:26.670
19,54,Tim   SchenkenSCH,De Tomaso Ford,1:26.670
20,12,George EatonEAT,BRM,1:27.150
