Pos,No,Driver,Car,Time
1,7,Jack BrabhamBRA,Brabham Ford,1:23.900
2,5,Denny HulmeHUL,McLaren Alfa Romeo,1:24.100
3,1,Jackie StewartSTE,Tyrrell Ford,1:24.200
4,4,Jean-Pierre BeltoiseBEL,Matra,1:24.460
5,10,Pedro RodriguezROD,BRM,1:24.500
6,9,Chris AmonAMO,March Ford,1:24.650
7,2,Jacky IckxICK,Ferrari,1:24.700
8,3,Jochen RindtRIN,Lotus Ford,1:24.800
9,22,Henri PescaroloPES,Matra,1:24.900
10,15,Jackie OliverOLI,BRM,1:25.000
11,11,Bruce McLarenMCL,McLaren Alfa Romeo,1:25.000
12,8,John SurteesSUR,McLaren Ford,1:25.200
13,12,Piers   CourageCOU,De Tomaso Ford,1:25.400
14,16,Johnny  Servoz-Gavin SER,Tyrrell Ford,1:25.460
15,6,Graham HillHIL,Lotus Ford,1:25.540
16,18,Mario AndrettiAND,March Ford,1:25.700
17,24,Rolf StommelenSTO,Brabham Ford,
