Pos,No,Driver,Car,Time
1,3,Jacky IckxICK,Ferrari,1:03.070
2,1,Jackie StewartSTE,Tyrrell Ford,1:03.620
3,24,Emerson FittipaldiFIT,Lotus Ford,1:03.670
4,19,Pedro RodriguezROD,BRM,1:04.180
5,12,Chris AmonAMO,March Ford,1:04.230
6,4,Clay RegazzoniREG,Ferrari,1:04.300
7,20,Jackie OliverOLI,BRM,1:04.370
8,17,John SurteesSUR,McLaren Ford,1:04.520
9,23,Reine   WisellWIS,Lotus Ford,1:04.790
10,14,Graham HillHIL,Lotus Ford,1:04.810
11,8,Denny HulmeHUL,McLaren Alfa Romeo,1:04.840
12,7,Henri PescaroloPES,Matra,1:05.000
13,18,Derek BellBEL,McLaren Ford,1:05.000
14,21,George EatonEAT,BRM,1:05.140
15,29,Ronnie PetersonPET,March Ford,1:05.180
16,15,Jack BrabhamBRA,Brabham Ford,1:05.290
17,2,Francois  Cevert CEV,Tyrrell Ford,1:05.300
18,6,Jean-Pierre BeltoiseBEL,Matra,1:05.440
19,16,Rolf StommelenSTO,Brabham Ford,1:05.770
20,30,Tim   SchenkenSCH,De Tomaso Ford,1:06.080
21,9,Peter  Gethin GET,McLaren Alfa Romeo,1:06.120
22,31,Gus  Hutchison HUT,Brabham Ford,1:06.220
23,11,Jo SiffertSIF,March Ford,1:06.230
24,27,Jo BonnierBON,McLaren Ford,1:06.460
