Pos,No,Driver,Car,Time
1,1,Jackie StewartSTE,Tyrrell Ford,1:19.300
2,15,Chris AmonAMO,March Ford,1:19.300
3,12,Jack BrabhamBRA,Brabham Ford,1:19.600
4,9,Jochen RindtRIN,Lotus Ford,1:19.900
5,17,Jacky IckxICK,Ferrari,1:20.000
6,6,Denny HulmeHUL,McLaren Alfa Romeo,1:20.100
7,7,John SurteesSUR,McLaren Ford,1:20.200
8,3,Jean-Pierre BeltoiseBEL,Matra,1:20.200
9,16,Jo SiffertSIF,March Ford,1:20.200
10,5,Bruce McLarenMCL,McLaren Alfa Romeo,1:20.300
11,8,Mario AndrettiAND,March Ford,1:20.500
12,19,Jackie OliverOLI,BRM,1:20.900
13,25,Dave CharltonCHA,Lotus Ford,1:20.900
14,10,John   MilesMIL,Lotus Ford,1:21.000
15,14,Rolf StommelenSTO,Brabham Ford,1:21.200
16,20,Pedro RodriguezROD,BRM,1:21.300
17,2,Johnny  Servoz-Gavin SER,Tyrrell Ford,1:21.400
18,4,Henri PescaroloPES,Matra,1:21.500
19,11,Graham HillHIL,Lotus Ford,1:21.600
20,22,Piers   CourageCOU,De Tomaso Ford,1:22.000
21,24,Peter de KlerkDEK,Lotus Ford,1:22.700
22,23,John LoveLOV,Lotus Ford,1:23.100
23,21,George EatonEAT,BRM,1:24.400
