Pos,No,Driver,Car,Time
1,11,Jackie StewartSTE,Tyrrell Ford,3:28.000
2,20,Jochen RindtRIN,Lotus Ford,3:30.100
3,10,Chris AmonAMO,March Ford,3:30.300
4,27,Jacky IckxICK,Ferrari,3:30.700
5,18,Jack BrabhamBRA,Brabham Ford,3:31.500
6,1,Pedro RodriguezROD,BRM,3:31.600
7,19,Rolf StommelenSTO,Brabham Ford,3:32.000
8,28,Ignazio  Giunti GIU,Ferrari,3:32.400
9,14,Ronnie PetersonPET,March Ford,3:32.800
10,9,Jo SiffertSIF,March Ford,3:32.900
11,25,Jean-Pierre BeltoiseBEL,Matra,3:32.900
12,7,Piers   CourageCOU,De Tomaso Ford,3:33.000
13,21,John   MilesMIL,Lotus Ford,3:33.800
14,2,Jackie OliverOLI,BRM,3:34.200
15,8,Derek BellBEL,Brabham Ford,3:36.200
16,23,Graham HillHIL,Lotus Ford,3:37.000
17,26,Henri PescaroloPES,Matra,3:37.100
