Pos,No,Driver,Car,Time
1,10,Jacky IckxICK,Ferrari,1:59.500
2,2,Jochen RindtRIN,Lotus Ford,1:59.700
3,15,Clay RegazzoniREG,Ferrari,1:59.800
4,12,Jo SiffertSIF,March Ford,2:00.000
5,14,Henri PescaroloPES,Matra,2:00.500
6,5,Chris AmonAMO,March Ford,2:00.900
7,1,Jackie StewartSTE,Tyrrell Ford,2:01.000
8,6,Pedro RodriguezROD,BRM,2:01.100
9,11,Mario AndrettiAND,March Ford,2:01.500
10,16,John   MilesMIL,Lotus Ford,2:01.600
11,21,Rolf StommelenSTO,Brabham Ford,2:01.600
12,3,Jack BrabhamBRA,Brabham Ford,2:02.000
13,17,Emerson FittipaldiFIT,Lotus Ford,2:02.000
14,23,Francois  Cevert CEV,Tyrrell Ford,2:02.100
15,7,John SurteesSUR,McLaren Ford,2:02.100
16,4,Denny HulmeHUL,McLaren Alfa Romeo,2:02.100
17,24,Peter  Gethin GET,McLaren Alfa Romeo,2:02.200
18,18,Jackie OliverOLI,BRM,2:02.300
19,22,Ronnie PetersonPET,March Ford,2:02.400
20,9,Graham HillHIL,Lotus Ford,2:03.000
21,8,Jean-Pierre BeltoiseBEL,Matra,2:05.200
