Pos,No,Driver,Car,Time
1,3,Jackie StewartSTE,Tyrrell Ford,1:31.500
2,18,Jacky IckxICK,Ferrari,1:31.600
3,19,Clay RegazzoniREG,Ferrari,1:31.900
4,2,Francois  Cevert CEV,Tyrrell Ford,1:32.400
5,4,John SurteesSUR,McLaren Ford,1:32.600
6,20,Chris AmonAMO,March Ford,1:32.600
7,14,Pedro RodriguezROD,BRM,1:32.700
8,24,Henri PescaroloPES,Matra,1:32.900
9,16,George EatonEAT,BRM,1:32.900
10,15,Jackie OliverOLI,BRM,1:33.100
11,6,Peter  Gethin GET,McLaren Alfa Romeo,1:33.200
12,8,Andrea de Adamich DEA,McLaren Alfa Romeo,1:33.200
13,23,Jean-Pierre BeltoiseBEL,Matra,1:33.400
14,21,Jo SiffertSIF,March Ford,1:33.500
15,5,Denny HulmeHUL,McLaren Alfa Romeo,1:33.900
16,26,Ronnie PetersonPET,March Ford,1:34.400
17,10,Tim   SchenkenSCH,De Tomaso Ford,1:34.600
18,12,Rolf StommelenSTO,Brabham Ford,1:34.700
19,11,Jack BrabhamBRA,Brabham Ford,1:35.400
20,9,Graham HillHIL,Lotus Ford,1:35.800
