Pos,No,Driver,Car,Time
1,10,Jacky IckxICK,Ferrari,2:58.220
2,21,Jean-Pierre BeltoiseBEL,Matra,2:58.700
3,14,Chris AmonAMO,March Ford,2:59.140
4,1,Jackie StewartSTE,Tyrrell Ford,2:59.240
5,23,Jack BrabhamBRA,Brabham Ford,2:59.670
6,6,Jochen RindtRIN,Lotus Ford,2:59.740
7,19,Denny HulmeHUL,McLaren Alfa Romeo,3:00.420
8,20,Henri PescaroloPES,Matra,3:00.590
9,18,Ronnie PetersonPET,March Ford,3:01.210
10,3,Pedro RodriguezROD,BRM,3:01.290
11,11,Ignazio  Giunti GIU,Ferrari,3:01.850
12,5,Jackie OliverOLI,BRM,3:02.770
13,2,Francois  Cevert CEV,Tyrrell Ford,3:02.870
14,22,Rolf StommelenSTO,Brabham Ford,3:03.410
15,16,Andrea de Adamich DEA,McLaren Alfa Romeo,3:03.480
16,12,Jo SiffertSIF,March Ford,3:03.780
17,17,Dan GurneyGUR,McLaren Alfa Romeo,3:04.040
18,7,John   MilesMIL,Lotus Ford,3:04.160
19,4,George EatonEAT,BRM,3:04.920
20,8,Graham HillHIL,Lotus Ford,3:07.840
