Pos,No,Driver,Car,Laps,Time/retired,Pts
1,17,Johnny HerbertHER,Stewart Ford,66,1:41:54.314,10
2,19,Jarno TrulliTRU,Prost Peugeot,66,+22.618s,6
3,16,Rubens BarrichelloBAR,Stewart Ford,66,+22.865s,4
4,6,Ralf SchumacherRSC,Williams Supertec,66,+39.507s,3
5,1,Mika HakkinenHAK,McLaren Mercedes,66,+62.950s,2
6,21,Marc GeneGEN,Minardi Ford,66,+65.154s,1
7,4,Eddie IrvineIRV,Ferrari,66,+66.683s,0
8,23,Ricardo ZontaZON,BAR Supertec,65,+1 lap,0
9,18,Olivier PanisPAN,Prost Peugeot,65,+1 lap,0
10,22,Jacques VilleneuveVIL,BAR Supertec,61,DNF,0
NC,20,Luca BadoerBAD,Minardi Ford,53,DNF,0
NC,14,Pedro de la RosaDLR,Arrows,52,DNF,0
NC,9,Giancarlo FisichellaFIS,Benetton Playlife,48,DNF,0
NC,3,Mika SaloSAL,Ferrari,44,DNF,0
NC,15,Toranosuke TakagiTAK,Arrows,42,DNF,0
NC,2,David CoulthardCOU,McLaren Mercedes,37,DNF,0
NC,11,Jean AlesiALE,Sauber Petronas,35,DNF,0
NC,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,32,DNF,0
NC,5,Alessandro ZanardiZAN,Williams Supertec,10,DNF,0
NC,7,Damon HillHIL,Jordan Mugen Honda,0,DNF,0
NC,10,Alexander WurzWUR,Benetton Playlife,0,DNF,0
NC,12,Pedro DinizDIN,Sauber Petronas,0,DNF,0
