Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Michael SchumacherMSC,Ferrari,62,1:33:44.792,10
2,2,David CoulthardCOU,McLaren Mercedes,62,+4.265s,6
3,16,Rubens BarrichelloBAR,Stewart Ford,61,+1 lap,4
4,7,Damon HillHIL,Jordan Mugen Honda,61,+1 lap,3
5,9,Giancarlo FisichellaFIS,Benetton Playlife,61,+1 lap,2
6,11,Jean AlesiALE,Sauber Petronas,61,+1 lap,1
7,23,Mika SaloSAL,BAR Supertec,59,DNF,0
8,20,Luca BadoerBAD,Minardi Ford,59,+3 laps,0
9,21,Marc GeneGEN,Minardi Ford,59,+3 laps,0
10,17,Johnny HerbertHER,Stewart Ford,58,DNF,0
11,5,Alessandro ZanardiZAN,Williams Supertec,58,DNF,0
NC,12,Pedro DinizDIN,Sauber Petronas,49,DNF,0
NC,18,Olivier PanisPAN,Prost Peugeot,48,DNF,0
NC,4,Eddie IrvineIRV,Ferrari,46,DNF,0
NC,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,46,DNF,0
NC,15,Toranosuke TakagiTAK,Arrows,29,DNF,0
NC,6,Ralf SchumacherRSC,Williams Supertec,28,DNF,0
NC,1,Mika HakkinenHAK,McLaren Mercedes,17,DNF,0
NC,14,Pedro de la RosaDLR,Arrows,5,DNF,0
NC,10,Alexander WurzWUR,Benetton Playlife,5,DNF,0
NC,22,Jacques VilleneuveVIL,BAR Supertec,0,DNF,0
NC,19,Jarno TrulliTRU,Prost Peugeot,0,DNF,0
