Pos,No,Driver,Car,Laps,Time/retired,Pts
1,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,72,1:58:24.343,10
2,1,Mika HakkinenHAK,McLaren Mercedes,72,+11.092s,6
3,16,Rubens BarrichelloBAR,Stewart Ford,72,+43.432s,4
4,6,Ralf SchumacherRSC,Williams Supertec,72,+45.475s,3
5,3,Michael SchumacherMSC,Ferrari,72,+47.881s,2
6,4,Eddie IrvineIRV,Ferrari,72,+48.901s,1
7,19,Jarno TrulliTRU,Prost Peugeot,72,+57.771s,0
8,18,Olivier PanisPAN,Prost Peugeot,72,+58.531s,0
9,23,Ricardo ZontaZON,BAR Supertec,72,+88.764s,0
10,20,Luca BadoerBAD,Minardi Ford,71,+1 lap,0
11,14,Pedro de la RosaDLR,Arrows,71,+1 lap,0
NC,9,Giancarlo FisichellaFIS,Benetton Playlife,42,DNF,0
NC,7,Damon HillHIL,Jordan Mugen Honda,31,DNF,0
NC,5,Alessandro ZanardiZAN,Williams Supertec,26,DNF,0
NC,22,Jacques VilleneuveVIL,BAR Supertec,25,DNF,0
NC,10,Alexander WurzWUR,Benetton Playlife,25,DNF,0
NC,21,Marc GeneGEN,Minardi Ford,25,DNF,0
NC,11,Jean AlesiALE,Sauber Petronas,24,DNF,0
NC,2,David CoulthardCOU,McLaren Mercedes,9,DNF,0
NC,12,Pedro DinizDIN,Sauber Petronas,6,DNF,0
NC,17,Johnny HerbertHER,Stewart Ford,4,DNF,0
