Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Mika HakkinenHAK,McLaren Mercedes,53,1:31:18.785,10
2,3,Michael SchumacherMSC,Ferrari,53,+5.015s,6
3,4,Eddie IrvineIRV,Ferrari,53,+95.688s,4
4,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,53,+98.635s,3
5,6,Ralf SchumacherRSC,Williams Supertec,53,+99.494s,2
6,11,Jean AlesiALE,Sauber Petronas,52,+1 lap,1
7,17,Johnny HerbertHER,Stewart Ford,52,+1 lap,0
8,16,Rubens BarrichelloBAR,Stewart Ford,52,+1 lap,0
9,22,Jacques VilleneuveVIL,BAR Supertec,52,+1 lap,0
10,10,Alexander WurzWUR,Benetton Playlife,52,+1 lap,0
11,12,Pedro DinizDIN,Sauber Petronas,52,+1 lap,0
12,23,Ricardo ZontaZON,BAR Supertec,52,+1 lap,0
13,14,Pedro de la RosaDLR,Arrows,51,+2 laps,0
14,9,Giancarlo FisichellaFIS,Benetton Playlife,47,DNF,0
NC,15,Toranosuke TakagiTAK,Arrows,43,DNF,0
NC,20,Luca BadoerBAD,Minardi Ford,43,DNF,0
NC,2,David CoulthardCOU,McLaren Mercedes,39,DNF,0
NC,21,Marc GeneGEN,Minardi Ford,31,DNF,0
NC,7,Damon HillHIL,Jordan Mugen Honda,21,DNF,0
NC,18,Olivier PanisPAN,Prost Peugeot,19,DNF,0
NC,19,Jarno TrulliTRU,Prost Peugeot,3,DNF,0
NC,5,Alessandro ZanardiZAN,Williams Supertec,0,DNF,0
