Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Mika HakkinenHAK,McLaren Mercedes,65,1:34:13.665,10
2,2,David CoulthardCOU,McLaren Mercedes,65,+6.238s,6
3,3,Michael SchumacherMSC,Ferrari,65,+10.845s,4
4,4,Eddie IrvineIRV,Ferrari,65,+30.182s,3
5,6,Ralf SchumacherRSC,Williams Supertec,65,+87.208s,2
6,19,Jarno TrulliTRU,Prost Peugeot,64,+1 lap,1
7,7,Damon HillHIL,Jordan Mugen Honda,64,+1 lap,0
8,23,Mika SaloSAL,BAR Supertec,64,+1 lap,0
9,9,Giancarlo FisichellaFIS,Benetton Playlife,64,+1 lap,0
10,10,Alexander WurzWUR,Benetton Playlife,64,+1 lap,0
11,14,Pedro de la RosaDLR,Arrows,63,+2 laps,0
12,15,Toranosuke TakagiTAK,Arrows,62,+3 laps,0
NC,20,Luca BadoerBAD,Minardi Ford,50,DNF,0
NC,22,Jacques VilleneuveVIL,BAR Supertec,40,DNF,0
NC,12,Pedro DinizDIN,Sauber Petronas,40,DNF,0
NC,17,Johnny HerbertHER,Stewart Ford,40,DNF,0
NC,8,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,35,DNF,0
NC,11,Jean AlesiALE,Sauber Petronas,27,DNF,0
NC,5,Alessandro ZanardiZAN,Williams Supertec,24,DNF,0
NC,18,Olivier PanisPAN,Prost Peugeot,24,DNF,0
NC,21,Marc GeneGEN,Minardi Ford,0,DNF,0
