Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,15,Sebastian VettelVET,RBR Renault,1:18.685,1:18.119,1:19.509,21
2,23,Rubens BarrichelloBAR,Brawn Mercedes,1:19.325,1:18.335,1:19.856,23
3,14,Mark WebberWEB,RBR Renault,1:18.674,1:18.209,1:19.868,18
4,9,Jarno TrulliTRU,Toyota,1:18.886,1:18.240,1:20.091,21
5,17,Kazuki NakajimaNAK,Williams Toyota,1:18.530,1:18.575,1:20.216,27
6,22,Jenson ButtonBUT,Brawn Mercedes,1:18.957,1:18.663,1:20.289,25
7,16,Nico RosbergROS,Williams Toyota,1:19.228,1:18.591,1:20.361,21
8,10,Timo GlockGLO,Toyota,1:19.198,1:18.791,1:20.490,25
9,4,Kimi RäikkönenRAI,Ferrari,1:19.010,1:18.566,1:20.715,24
10,7,Fernando AlonsoALO,Renault,1:19.167,1:18.761,1:20.741,22
11,3,Felipe MassaMAS,Ferrari,1:19.148,1:18.927,,19
12,5,Robert KubicaKUB,Sauber BMW,1:19.730,1:19.308,,21
13,2,Heikki KovalainenKOV,McLaren Mercedes,1:19.732,1:19.353,,19
14,8,Nelson PiquetPIQ,Renault,1:19.555,1:19.392,,18
15,6,Nick HeidfeldHEI,Sauber BMW,1:19.559,1:19.448,,19
16,21,Giancarlo FisichellaFIS,Force India Mercedes,1:19.802,,,11
17,11,Sebastien BourdaisBOU,STR Ferrari,1:19.898,,,10
18,20,Adrian SutilSUT,Force India Mercedes,1:19.909,,,10
19,1,Lewis HamiltonHAM,McLaren Mercedes,1:19.917,,,7
20,12,Sebastien BuemiBUE,STR Ferrari,1:20.236,,,12
