Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,9,Jarno TrulliTRU,Toyota,1:32.779,1:32.671,1:33.431,20
2,10,Timo GlockGLO,Toyota,1:33.165,1:32.613,1:33.712,20
3,15,Sebastian VettelVET,RBR Renault,1:32.680,1:32.474,1:34.015,18
4,22,Jenson ButtonBUT,Brawn Mercedes,1:32.978,1:32.842,1:34.044,20
5,1,Lewis HamiltonHAM,McLaren Mercedes,1:32.851,1:32.877,1:34.196,18
6,23,Rubens BarrichelloBAR,Brawn Mercedes,1:33.116,1:32.842,1:34.239,20
7,7,Fernando AlonsoALO,Renault,1:33.627,1:32.860,1:34.578,20
8,3,Felipe MassaMAS,Ferrari,1:33.297,1:33.014,1:34.818,19
9,16,Nico RosbergROS,Williams Toyota,1:33.672,1:33.166,1:35.134,21
10,4,Kimi RäikkönenRAI,Ferrari,1:33.117,1:32.827,1:35.380,19
11,2,Heikki KovalainenKOV,McLaren Mercedes,1:33.479,1:33.242,,14
12,17,Kazuki NakajimaNAK,Williams Toyota,1:33.221,1:33.348,,13
13,5,Robert KubicaKUB,Sauber BMW,1:33.495,1:33.487,,13
14,6,Nick HeidfeldHEI,Sauber BMW,1:33.377,1:33.562,,13
15,8,Nelson PiquetPIQ,Renault,1:33.608,1:33.941,,18
16,20,Adrian SutilSUT,Force India Mercedes,1:33.722,,,10
17,12,Sebastien BuemiBUE,STR Ferrari,1:33.753,,,9
18,21,Giancarlo FisichellaFIS,Force India Mercedes,1:33.910,,,9
19,14,Mark WebberWEB,RBR Renault,1:34.038,,,8
20,11,Sebastien BourdaisBOU,STR Ferrari,1:34.159,,,9
