Pos,No,Driver,Car,Laps,Time/retired,Pts
1,2,Alain ProstPRO,McLaren TAG,78,1:51:58.034,9
2,27,Michele AlboretoALB,Ferrari,78,+7.541s,6
3,11,Elio de AngelisDEA,Lotus Renault,78,+87.171s,4
4,25,Andrea de CesarisDEC,Ligier Renault,77,+1 lap,3
5,16,Derek WarwickWAR,Renault,77,+1 lap,2
6,26,Jacques LaffiteLAF,Ligier Renault,77,+1 lap,1
7,5,Nigel MansellMAN,Williams Honda,77,+1 lap,0
8,6,Keke RosbergROS,Williams Honda,76,+2 laps,0
9,18,Thierry BoutsenBOU,Arrows BMW,76,+2 laps,0
10,3,Martin BrundleBRU,Tyrrell Ford,74,+4 laps,0
11,30,Jonathan  PalmerPAL,Zakspeed,74,+4 laps,0
NC,1,Niki LaudaLAU,McLaren TAG,17,DNF,0
NC,22,Riccardo PatresePAT,Alfa Romeo,16,DNF,0
NC,7,Nelson PiquetPIQ,Brabham BMW,16,DNF,0
NC,19,Teo FabiFAB,Toleman Hart,16,DNF,0
NC,12,Ayrton SennaSEN,Lotus Renault,13,DNF,0
NC,23,Eddie  CheeverCHE,Alfa Romeo,10,DNF,0
NC,28,Stefan JohanssonJOH,Ferrari,1,DNF,0
NC,15,Patrick TambayTAM,Renault,,DNS,0
NC,17,Gerhard BergerBER,Arrows BMW,,DNS,0
