Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Niki LaudaLAU,McLaren TAG,70,1:32:29.263,9
2,2,Alain ProstPRO,McLaren TAG,70,+0.232s,6
3,12,Ayrton SennaSEN,Lotus Renault,70,+48.491s,4
4,27,Michele AlboretoALB,Ferrari,70,+48.837s,3
5,11,Elio de AngelisDEA,Lotus Renault,69,+1 lap,2
6,5,Nigel MansellMAN,Williams Honda,69,+1 lap,1
7,3,Martin BrundleBRU,Tyrrell Renault,69,+1 lap,0
8,7,Nelson PiquetPIQ,Brabham BMW,69,+1 lap,0
9,17,Gerhard BergerBER,Arrows BMW,68,+2 laps,0
10,8,Marc SurerSUR,Brabham BMW,65,+5 laps,0
NC,24,Huub RothengatterROT,Osella Alfa Romeo,56,+14 laps,0
NC,18,Thierry BoutsenBOU,Arrows BMW,54,DNF,0
NC,9,Philippe AlliotALL,RAM Hart,52,DNF,0
NC,4,Stefan BellofBEL,Tyrrell Renault,39,DNF,0
NC,16,Derek WarwickWAR,Renault,27,DNF,0
NC,25,Andrea de CesarisDEC,Ligier Renault,25,DNF,0
NC,15,Patrick TambayTAM,Renault,22,DNF,0
NC,6,Keke RosbergROS,Williams Honda,20,DNF,0
NC,19,Teo FabiFAB,Toleman Hart,18,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Renault,17,DNF,0
NC,30,Jonathan  PalmerPAL,Zakspeed,13,DNF,0
NC,20,Piercarlo GhinzaniGHI,Toleman Hart,12,DNF,0
NC,28,Stefan JohanssonJOH,Ferrari,9,DNF,0
NC,29,Pierluigi MartiniMAR,Minardi Motori Moderni,1,DNF,0
NC,23,Eddie  CheeverCHE,Alfa Romeo,1,DNF,0
NC,22,Riccardo PatresePAT,Alfa Romeo,1,DNF,0
