Pos,No,Driver,Car,Laps,Time/retired,Pts
1,7,Nelson PiquetPIQ,Brabham BMW,53,1:31:46.266,9
2,6,Keke RosbergROS,Williams Honda,53,+6.660s,6
3,2,Alain ProstPRO,McLaren TAG,53,+9.285s,4
4,28,Stefan JohanssonJOH,Ferrari,53,+53.491s,3
5,11,Elio de AngelisDEA,Lotus Renault,53,+53.690s,2
6,15,Patrick TambayTAM,Renault,53,+75.167s,1
7,16,Derek WarwickWAR,Renault,53,+104.212s,0
8,8,Marc SurerSUR,Brabham BMW,52,+1 lap,0
9,18,Thierry BoutsenBOU,Arrows BMW,52,+1 lap,0
10,23,Eddie  CheeverCHE,Alfa Romeo,52,+1 lap,0
11,22,Riccardo PatresePAT,Alfa Romeo,52,+1 lap,0
12,9,Manfred WinkelhockWIN,RAM Hart,50,+3 laps,0
13,4,Stefan BellofBEL,Tyrrell Ford,50,+3 laps,0
14,19,Teo FabiFAB,Toleman Hart,49,DNF,0
15,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,49,+4 laps,0
NC,3,Martin BrundleBRU,Tyrrell Renault,32,DNF,0
NC,1,Niki LaudaLAU,McLaren TAG,30,DNF,0
NC,12,Ayrton SennaSEN,Lotus Renault,26,DNF,0
NC,17,Gerhard BergerBER,Arrows BMW,20,DNF,0
NC,29,Pierluigi MartiniMAR,Minardi Motori Moderni,19,DNF,0
NC,10,Philippe AlliotALL,RAM Hart,8,DNF,0
NC,30,Jonathan  PalmerPAL,Zakspeed,6,DNF,0
NC,27,Michele AlboretoALB,Ferrari,5,DNF,0
NC,25,Andrea de CesarisDEC,Ligier Renault,4,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Renault,2,DNF,0
