Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Elio de AngelisDEA,Lotus Renault,60,1:34:35.955,9
2,18,Thierry BoutsenBOU,Arrows BMW,59,+1 lap,6
3,15,Patrick TambayTAM,Renault,59,+1 lap,4
4,1,Niki LaudaLAU,McLaren TAG,59,+1 lap,3
5,5,Nigel MansellMAN,Williams Honda,58,DNF,2
6,28,Stefan JohanssonJOH,Ferrari,57,DNF,1
7,12,Ayrton SennaSEN,Lotus Renault,57,DNF,0
8,7,Nelson PiquetPIQ,Brabham BMW,57,DNF,0
9,3,Martin BrundleBRU,Tyrrell Ford,56,DNF,0
10,16,Derek WarwickWAR,Renault,56,+4 laps,0
NC,23,Eddie  CheeverCHE,Alfa Romeo,50,DNF,0
NC,24,Piercarlo GhinzaniGHI,Osella Alfa Romeo,46,+14 laps,0
NC,27,Michele AlboretoALB,Ferrari,29,DNF,0
NC,9,Manfred WinkelhockWIN,RAM Hart,27,DNF,0
NC,10,Philippe AlliotALL,RAM Hart,24,DNF,0
NC,6,Keke RosbergROS,Williams Honda,23,DNF,0
NC,26,Jacques LaffiteLAF,Ligier Renault,22,DNF,0
NC,29,Pierluigi MartiniMAR,Minardi Motori Moderni,14,DNF,0
NC,25,Andrea de CesarisDEC,Ligier Renault,11,DNF,0
NC,21,Mauro BaldiBAL,Spirit Hart,9,DNF,0
NC,8,Francois HesnaultHES,Brabham BMW,5,DNF,0
NC,4,Stefan BellofBEL,Tyrrell Ford,5,DNF,0
NC,17,Gerhard BergerBER,Arrows BMW,4,DNF,0
NC,22,Riccardo PatresePAT,Alfa Romeo,4,DNF,0
