Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Nigel MansellMAN,Williams Honda,75,1:28:22.866,9
2,6,Keke RosbergROS,Williams Honda,75,+7.572s,6
3,2,Alain ProstPRO,McLaren TAG,74,DNF,4
4,28,Stefan JohanssonJOH,Ferrari,74,+1 lap,3
5,17,Gerhard BergerBER,Arrows BMW,74,+1 lap,2
6,18,Thierry BoutsenBOU,Arrows BMW,74,+1 lap,1
7,3,Martin BrundleBRU,Tyrrell Renault,73,+2 laps,0
NC,11,Elio de AngelisDEA,Lotus Renault,52,DNF,0
NC,29,Pierluigi MartiniMAR,Minardi Motori Moderni,45,DNF,0
NC,1,Niki LaudaLAU,McLaren TAG,37,DNF,0
NC,4,Philippe StreiffSTR,Tyrrell Renault,16,DNF,0
NC,12,Ayrton SennaSEN,Lotus Renault,8,DNF,0
NC,27,Michele AlboretoALB,Ferrari,8,DNF,0
NC,7,Nelson PiquetPIQ,Brabham BMW,6,DNF,0
NC,20,Piercarlo GhinzaniGHI,Toleman Hart,4,DNF,0
NC,19,Teo FabiFAB,Toleman Hart,3,DNF,0
NC,8,Marc SurerSUR,Brabham BMW,3,DNF,0
NC,24,Huub RothengatterROT,Osella Alfa Romeo,1,DNF,0
NC,22,Riccardo PatresePAT,Alfa Romeo,,DNS,0
NC,23,Eddie  CheeverCHE,Alfa Romeo,,DNS,0
