Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Sergio PerezPER,Red Bull Racing Honda,51,2:13:36.410,25
2,5,Sebastian VettelVET,Aston Martin Mercedes,51,+1.385s,18
3,10,Pierre GaslyGAS,AlphaTauri Honda,51,+2.762s,15
4,16,Charles LeclercLEC,Ferrari,51,+3.828s,12
5,4,Lando NorrisNOR,McLaren Mercedes,51,+4.754s,10
6,14,Fernando AlonsoALO,Alpine Renault,51,+6.382s,8
7,22,Yuki TsunodaTSU,AlphaTauri Honda,51,+6.624s,6
8,55,Carlos SainzSAI,Ferrari,51,+7.709s,4
9,3,Daniel RicciardoRIC,McLaren Mercedes,51,+8.874s,2
10,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,51,+9.576s,1
11,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,51,+10.254s,0
12,77,Valtteri BottasBOT,Mercedes,51,+11.264s,0
13,47,Mick SchumacherMSC,Haas Ferrari,51,+14.241s,0
14,9,Nikita MazepinMAZ,Haas Ferrari,51,+14.315s,0
15,44,Lewis HamiltonHAM,Mercedes,51,+17.668s,0
16,6,Nicholas LatifiLAT,Williams Mercedes,51,+42.379s,0
17,63,George RussellRUS,Williams Mercedes,48,DNF,0
18,33,Max VerstappenVER,Red Bull Racing Honda,45,DNF,0
NC,18,Lance StrollSTR,Aston Martin Mercedes,29,DNF,0
NC,31,Esteban OconOCO,Alpine Renault,3,DNF,0
