Pos,No,Driver,Car,Laps,Time/retired,Pts
1,33,Max VerstappenVER,Red Bull Racing Honda,71,1:23:54.543,26
2,77,Valtteri BottasBOT,Mercedes,71,+17.973s,18
3,4,Lando NorrisNOR,McLaren Mercedes,71,+20.019s,15
4,44,Lewis HamiltonHAM,Mercedes,71,+46.452s,12
5,55,Carlos SainzSAI,Ferrari,71,+57.144s,10
6,11,Sergio PerezPER,Red Bull Racing Honda,71,+57.915s,8
7,3,Daniel RicciardoRIC,McLaren Mercedes,71,+60.395s,6
8,16,Charles LeclercLEC,Ferrari,71,+61.195s,4
9,10,Pierre GaslyGAS,AlphaTauri Honda,71,+61.844s,2
10,14,Fernando AlonsoALO,Alpine Renault,70,+1 lap,1
11,63,George RussellRUS,Williams Mercedes,70,+1 lap,0
12,22,Yuki TsunodaTSU,AlphaTauri Honda,70,+1 lap,0
13,18,Lance StrollSTR,Aston Martin Mercedes,70,+1 lap,0
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,70,+1 lap,0
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,70,+1 lap,0
16,6,Nicholas LatifiLAT,Williams Mercedes,70,+1 lap,0
17,5,Sebastian VettelVET,Aston Martin Mercedes,69,DNF,0
18,47,Mick SchumacherMSC,Haas Ferrari,69,+2 laps,0
19,9,Nikita MazepinMAZ,Haas Ferrari,69,+2 laps,0
NC,31,Esteban OconOCO,Alpine Renault,0,DNF,0
