Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,66,1:33:07.680,25
2,33,Max VerstappenVER,Red Bull Racing Honda,66,+15.841s,19
3,77,Valtteri BottasBOT,Mercedes,66,+26.610s,15
4,16,Charles LeclercLEC,Ferrari,66,+54.616s,12
5,11,Sergio PerezPER,Red Bull Racing Honda,66,+63.671s,10
6,3,Daniel RicciardoRIC,McLaren Mercedes,66,+73.768s,8
7,55,Carlos SainzSAI,Ferrari,66,+74.670s,6
8,4,Lando NorrisNOR,McLaren Mercedes,65,+1 lap,4
9,31,Esteban OconOCO,Alpine Renault,65,+1 lap,2
10,10,Pierre GaslyGAS,AlphaTauri Honda,65,+1 lap,1
11,18,Lance StrollSTR,Aston Martin Mercedes,65,+1 lap,0
12,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,65,+1 lap,0
13,5,Sebastian VettelVET,Aston Martin Mercedes,65,+1 lap,0
14,63,George RussellRUS,Williams Mercedes,65,+1 lap,0
15,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,65,+1 lap,0
16,6,Nicholas LatifiLAT,Williams Mercedes,65,+1 lap,0
17,14,Fernando AlonsoALO,Alpine Renault,65,+1 lap,0
18,47,Mick SchumacherMSC,Haas Ferrari,64,+2 laps,0
19,9,Nikita MazepinMAZ,Haas Ferrari,64,+2 laps,0
NC,22,Yuki TsunodaTSU,AlphaTauri Honda,6,DNF,0
