Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,52,1:58:23.284,25
2,16,Charles LeclercLEC,Ferrari,52,+3.871s,18
3,77,Valtteri BottasBOT,Mercedes,52,+11.125s,15
4,4,Lando NorrisNOR,McLaren Mercedes,52,+28.573s,12
5,3,Daniel RicciardoRIC,McLaren Mercedes,52,+42.624s,10
6,55,Carlos SainzSAI,Ferrari,52,+43.454s,8
7,14,Fernando AlonsoALO,Alpine Renault,52,+72.093s,6
8,18,Lance StrollSTR,Aston Martin Mercedes,52,+74.289s,4
9,31,Esteban OconOCO,Alpine Renault,52,+76.162s,2
10,22,Yuki TsunodaTSU,AlphaTauri Honda,52,+82.065s,1
11,10,Pierre GaslyGAS,AlphaTauri Honda,52,+85.327s,0
12,63,George RussellRUS,Williams Mercedes,51,+1 lap,0
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,51,+1 lap,0
14,6,Nicholas LatifiLAT,Williams Mercedes,51,+1 lap,0
15,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,51,+1 lap,0
16,11,Sergio PerezPER,Red Bull Racing Honda,51,+1 lap,0
17,9,Nikita MazepinMAZ,Haas Ferrari,51,+1 lap,0
18,47,Mick SchumacherMSC,Haas Ferrari,51,+1 lap,0
NC,5,Sebastian VettelVET,Aston Martin Mercedes,40,DNF,0
NC,33,Max VerstappenVER,Red Bull Racing Honda,0,DNF,0
