Pos,No,Driver,Car,Laps,Time/retired,Pts
1,33,Max VerstappenVER,Red Bull Racing Honda,56,1:34:36.552,25
2,44,Lewis HamiltonHAM,Mercedes,56,+1.333s,19
3,11,Sergio PerezPER,Red Bull Racing Honda,56,+42.223s,15
4,16,Charles LeclercLEC,Ferrari,56,+52.246s,12
5,3,Daniel RicciardoRIC,McLaren Mercedes,56,+76.854s,10
6,77,Valtteri BottasBOT,Mercedes,56,+80.128s,8
7,55,Carlos SainzSAI,Ferrari,56,+83.545s,6
8,4,Lando NorrisNOR,McLaren Mercedes,56,+84.395s,4
9,22,Yuki TsunodaTSU,AlphaTauri Honda,55,+1 lap,2
10,5,Sebastian VettelVET,Aston Martin Mercedes,55,+1 lap,1
11,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,55,+1 lap,0
12,18,Lance StrollSTR,Aston Martin Mercedes,55,+1 lap,0
13,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,55,+1 lap,0
14,63,George RussellRUS,Williams Mercedes,55,+1 lap,0
15,6,Nicholas LatifiLAT,Williams Mercedes,55,+1 lap,0
16,47,Mick SchumacherMSC,Haas Ferrari,54,+2 laps,0
17,9,Nikita MazepinMAZ,Haas Ferrari,54,+2 laps,0
NC,14,Fernando AlonsoALO,Alpine Renault,49,DNF,0
NC,31,Esteban OconOCO,Alpine Renault,40,DNF,0
NC,10,Pierre GaslyGAS,AlphaTauri Honda,14,DNF,0
