Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,56,1:32:03.897,25
2,33,Max VerstappenVER,Red Bull Racing Honda,56,+0.745s,18
3,77,Valtteri BottasBOT,Mercedes,56,+37.383s,16
4,4,Lando NorrisNOR,McLaren Mercedes,56,+46.466s,12
5,11,Sergio PerezPER,Red Bull Racing Honda,56,+52.047s,10
6,16,Charles LeclercLEC,Ferrari,56,+59.090s,8
7,3,Daniel RicciardoRIC,McLaren Mercedes,56,+66.004s,6
8,55,Carlos SainzSAI,Ferrari,56,+67.100s,4
9,22,Yuki TsunodaTSU,AlphaTauri Honda,56,+85.692s,2
10,18,Lance StrollSTR,Aston Martin Mercedes,56,+86.713s,1
11,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,56,+88.864s,0
12,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,55,+1 lap,0
13,31,Esteban OconOCO,Alpine Renault,55,+1 lap,0
14,63,George RussellRUS,Williams Mercedes,55,+1 lap,0
15,5,Sebastian VettelVET,Aston Martin Mercedes,55,+1 lap,0
16,47,Mick SchumacherMSC,Haas Ferrari,55,+1 lap,0
17,10,Pierre GaslyGAS,AlphaTauri Honda,52,DNF,0
18,6,Nicholas LatifiLAT,Williams Mercedes,51,DNF,0
NC,14,Fernando AlonsoALO,Alpine Renault,32,DNF,0
NC,9,Nikita MazepinMAZ,Haas Ferrari,0,DNF,0
