Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Daniel RicciardoRIC,McLaren Mercedes,53,1:21:54.365,26
2,4,Lando NorrisNOR,McLaren Mercedes,53,+1.747s,18
3,77,Valtteri BottasBOT,Mercedes,53,+4.921s,15
4,16,Charles LeclercLEC,Ferrari,53,+7.309s,12
5,11,Sergio PerezPER,Red Bull Racing Honda,53,+8.723s,10
6,55,Carlos SainzSAI,Ferrari,53,+10.535s,8
7,18,Lance StrollSTR,Aston Martin Mercedes,53,+15.804s,6
8,14,Fernando AlonsoALO,Alpine Renault,53,+17.201s,4
9,63,George RussellRUS,Williams Mercedes,53,+19.742s,2
10,31,Esteban OconOCO,Alpine Renault,53,+20.868s,1
11,6,Nicholas LatifiLAT,Williams Mercedes,53,+23.743s,0
12,5,Sebastian VettelVET,Aston Martin Mercedes,53,+24.621s,0
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,53,+27.216s,0
14,88,Robert KubicaKUB,Alfa Romeo Racing Ferrari,53,+29.769s,0
15,47,Mick SchumacherMSC,Haas Ferrari,53,+51.088s,0
NC,9,Nikita MazepinMAZ,Haas Ferrari,41,DNF,0
NC,44,Lewis HamiltonHAM,Mercedes,25,DNF,0
NC,33,Max VerstappenVER,Red Bull Racing Honda,25,DNF,0
NC,10,Pierre GaslyGAS,AlphaTauri Honda,3,DNF,0
NC,22,Yuki TsunodaTSU,AlphaTauri Honda,0,DNS,0
