Pos,No,Driver,Car,Time
1,2,Rubens BarrichelloBAR,Ferrari,1:21.209
2,7,Jarno TrulliTRU,Renault,1:21.381
3,6,Kimi RäikkönenRAI,McLaren Mercedes,1:21.695
4,4,Ralf SchumacherRSC,Williams BMW,1:21.727
5,1,Michael SchumacherMSC,Ferrari,1:21.867
6,21,Cristiano da MattaDAM,Toyota,1:22.081
7,3,Juan Pablo MontoyaMOY,Williams BMW,1:22.214
8,8,Fernando AlonsoALO,Renault,1:22.404
9,16,Jacques VilleneuveVIL,BAR Honda,1:22.591
10,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:22.634
11,14,Mark WebberWEB,Jaguar Cosworth,1:22.647
12,5,David CoulthardCOU,McLaren Mercedes,1:22.811
13,20,Olivier PanisPAN,Toyota,1:23.042
14,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:23.187
15,11,Giancarlo FisichellaFIS,Jordan Ford,1:23.574
16,9,Nick HeidfeldHEI,Sauber Petronas,1:23.844
17,12,Ralph FirmanFIR,Jordan Ford,1:24.385
18,18,Justin WilsonWIL,Minardi Cosworth,1:25.468
19,19,Jos VerstappenVER,Minardi Cosworth,1:25.759
20,17,Jenson ButtonBUT,BAR Honda,
