Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:27.173
2,2,Rubens BarrichelloBAR,Ferrari,1:27.418
3,3,Juan Pablo MontoyaMOY,Williams BMW,1:28.101
4,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:28.274
5,20,Olivier PanisPAN,Toyota,1:28.288
6,16,Jacques VilleneuveVIL,BAR Honda,1:28.420
7,9,Nick HeidfeldHEI,Sauber Petronas,1:28.464
8,17,Jenson ButtonBUT,BAR Honda,1:28.682
9,4,Ralf SchumacherRSC,Williams BMW,1:28.830
10,8,Fernando AlonsoALO,Renault,1:28.928
11,5,David CoulthardCOU,McLaren Mercedes,1:29.105
12,7,Jarno TrulliTRU,Renault,1:29.136
13,11,Giancarlo FisichellaFIS,Jordan Ford,1:29.344
14,14,Mark WebberWEB,Jaguar Cosworth,1:29.367
15,6,Kimi RäikkönenRAI,McLaren Mercedes,1:29.470
16,21,Cristiano da MattaDAM,Toyota,1:29.538
17,12,Ralph FirmanFIR,Jordan Ford,1:31.242
18,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:31.723
19,19,Jos VerstappenVER,Minardi Cosworth,
20,18,Justin WilsonWIL,Minardi Cosworth,
