Pos,No,Driver,Car,Time
1,6,Kimi RäikkönenRAI,McLaren Mercedes,1:31.523
2,1,Michael SchumacherMSC,Ferrari,1:31.555
3,4,Ralf SchumacherRSC,Williams BMW,1:31.619
4,3,Juan Pablo MontoyaMOY,Williams BMW,1:31.765
5,2,Rubens BarrichelloBAR,Ferrari,1:31.780
6,7,Jarno TrulliTRU,Renault,1:31.976
7,20,Olivier PanisPAN,Toyota,1:32.350
8,8,Fernando AlonsoALO,Renault,1:32.424
9,5,David CoulthardCOU,McLaren Mercedes,1:32.742
10,21,Cristiano da MattaDAM,Toyota,1:32.949
11,14,Mark WebberWEB,Jaguar Cosworth,1:33.066
12,17,Jenson ButtonBUT,BAR Honda,1:33.395
13,11,Giancarlo FisichellaFIS,Jordan Ford,1:33.553
14,12,Ralph FirmanFIR,Jordan Ford,1:33.827
15,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:34.000
16,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:34.159
17,16,Jacques VilleneuveVIL,BAR Honda,1:34.596
18,19,Jos VerstappenVER,Minardi Cosworth,1:36.318
19,18,Justin WilsonWIL,Minardi Cosworth,1:36.485
20,9,Nick HeidfeldHEI,Sauber Petronas,
