Pos,No,Driver,Car,Time
1,2,Rubens BarrichelloBAR,Ferrari,1:31.713
2,3,Juan Pablo MontoyaMOY,Williams BMW,1:32.412
3,21,Cristiano da MattaDAM,Toyota,1:32.419
4,20,Olivier PanisPAN,Toyota,1:32.862
5,8,Fernando AlonsoALO,Renault,1:33.044
6,14,Mark WebberWEB,Jaguar Cosworth,1:33.106
7,5,David CoulthardCOU,McLaren Mercedes,1:33.137
8,6,Kimi RäikkönenRAI,McLaren Mercedes,1:33.272
9,17,Jenson ButtonBUT,BAR Honda,1:33.474
10,15,Justin WilsonWIL,Jaguar Cosworth,1:33.558
11,9,Nick HeidfeldHEI,Sauber Petronas,1:33.632
12,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:33.896
13,16,Takuma SatoSAT,BAR Honda,1:33.924
14,1,Michael SchumacherMSC,Ferrari,1:34.302
15,12,Ralph FirmanFIR,Jordan Ford,1:34.771
16,11,Giancarlo FisichellaFIS,Jordan Ford,1:34.912
17,19,Jos VerstappenVER,Minardi Cosworth,1:34.975
18,18,Nicolas KiesaKIE,Minardi Cosworth,1:37.226
19,7,Jarno TrulliTRU,Renault,
20,4,Ralf SchumacherRSC,Williams BMW,
