Pos,No,Driver,Car,Time
1,4,Ralf SchumacherRSC,Williams BMW,1:15.529
2,3,Juan Pablo MontoyaMOY,Williams BMW,1:15.923
3,1,Michael SchumacherMSC,Ferrari,1:16.047
4,8,Fernando AlonsoALO,Renault,1:16.048
5,2,Rubens BarrichelloBAR,Ferrari,1:16.143
6,14,Mark WebberWEB,Jaguar Cosworth,1:16.182
7,20,Olivier PanisPAN,Toyota,1:16.598
8,7,Jarno TrulliTRU,Renault,1:16.718
9,21,Cristiano da MattaDAM,Toyota,1:16.826
10,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:16.939
11,5,David CoulthardCOU,McLaren Mercedes,1:17.024
12,9,Nick HeidfeldHEI,Sauber Petronas,1:17.086
13,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:17.337
14,16,Jacques VilleneuveVIL,BAR Honda,1:17.347
15,19,Jos VerstappenVER,Minardi Cosworth,1:18.014
16,11,Giancarlo FisichellaFIS,Jordan Ford,1:18.036
17,17,Jenson ButtonBUT,BAR Honda,1:18.205
18,18,Justin WilsonWIL,Minardi Cosworth,1:18.560
19,12,Ralph FirmanFIR,Jordan Ford,1:18.692
20,6,Kimi RäikkönenRAI,McLaren Mercedes,
