Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:22.327
2,4,Ralf SchumacherRSC,Williams BMW,1:22.341
3,2,Rubens BarrichelloBAR,Ferrari,1:22.557
4,3,Juan Pablo MontoyaMOY,Williams BMW,1:22.789
5,14,Mark WebberWEB,Jaguar Cosworth,1:23.015
6,6,Kimi RäikkönenRAI,McLaren Mercedes,1:23.148
7,16,Jacques VilleneuveVIL,BAR Honda,1:23.160
8,8,Fernando AlonsoALO,Renault,1:23.169
9,17,Jenson ButtonBUT,BAR Honda,1:23.381
10,20,Olivier PanisPAN,Toyota,1:23.460
11,9,Nick HeidfeldHEI,Sauber Petronas,1:23.700
12,5,David CoulthardCOU,McLaren Mercedes,1:23.818
13,21,Cristiano da MattaDAM,Toyota,1:23.838
14,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:23.932
15,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:24.147
16,7,Jarno TrulliTRU,Renault,1:24.190
17,11,Giancarlo FisichellaFIS,Jordan Ford,1:24.317
18,18,Justin WilsonWIL,Minardi Cosworth,1:25.826
19,12,Ralph FirmanFIR,Jordan Ford,1:26.357
