Pos,No,Driver,Car,Time
1,1,Michael SchumacherMSC,Ferrari,1:09.150
2,6,Kimi RäikkönenRAI,McLaren Mercedes,1:09.189
3,3,Juan Pablo MontoyaMOY,Williams BMW,1:09.391
4,9,Nick HeidfeldHEI,Sauber Petronas,1:09.725
5,2,Rubens BarrichelloBAR,Ferrari,1:09.784
6,7,Jarno TrulliTRU,Renault,1:09.890
7,17,Jenson ButtonBUT,BAR Honda,1:09.935
8,15,Antonio PizzoniaPIZ,Jaguar Cosworth,1:10.045
9,11,Giancarlo FisichellaFIS,Jordan Ford,1:10.105
10,4,Ralf SchumacherRSC,Williams BMW,1:10.279
11,20,Olivier PanisPAN,Toyota,1:10.402
12,16,Jacques VilleneuveVIL,BAR Honda,1:10.618
13,21,Cristiano da MattaDAM,Toyota,1:10.834
14,5,David CoulthardCOU,McLaren Mercedes,1:10.893
15,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:11.307
16,12,Ralph FirmanFIR,Jordan Ford,1:11.505
17,14,Mark WebberWEB,Jaguar Cosworth,1:11.662
18,18,Justin WilsonWIL,Minardi Cosworth,1:14.508
19,8,Fernando AlonsoALO,Renault,1:20.113
20,19,Jos VerstappenVER,Minardi Cosworth,
