Pos,No,Driver,Car,Time
1,8,Fernando AlonsoALO,Renault,1:21.688
2,4,Ralf SchumacherRSC,Williams BMW,1:21.944
3,14,Mark WebberWEB,Jaguar Cosworth,1:22.027
4,3,Juan Pablo MontoyaMOY,Williams BMW,1:22.180
5,2,Rubens BarrichelloBAR,Ferrari,1:22.180
6,7,Jarno TrulliTRU,Renault,1:22.610
7,6,Kimi RäikkönenRAI,McLaren Mercedes,1:22.742
8,1,Michael SchumacherMSC,Ferrari,1:22.755
9,5,David CoulthardCOU,McLaren Mercedes,1:23.060
10,20,Olivier PanisPAN,Toyota,1:23.369
11,9,Nick HeidfeldHEI,Sauber Petronas,1:23.621
12,15,Justin WilsonWIL,Jaguar Cosworth,1:23.660
13,11,Giancarlo FisichellaFIS,Jordan Ford,1:23.726
14,17,Jenson ButtonBUT,BAR Honda,1:23.847
15,21,Cristiano da MattaDAM,Toyota,1:23.982
16,16,Jacques VilleneuveVIL,BAR Honda,1:24.100
17,10,Heinz-Harald FrentzenFRE,Sauber Petronas,1:24.569
18,19,Jos VerstappenVER,Minardi Cosworth,1:26.423
19,12,Zsolt BaumgartnerBAU,Jordan Ford,1:26.678
20,18,Nicolas KiesaKIE,Minardi Cosworth,1:28.907
