Pos,No,Driver,Car,Time,Gap
1,5,Nigel MansellMAN,Williams Renault,1:21.963,
2,1,Ayrton SennaSEN,McLaren Honda,1:22.846,+0.883s
3,2,Gerhard BergerBER,McLaren Honda,1:23.367,+1.404s
4,19,Michael SchumacherMSC,Benetton Ford,1:23.399,+1.436s
5,6,Riccardo PatresePAT,Williams Renault,1:23.424,+1.461s
6,9,Michele AlboretoALB,Footwork Mugen Honda,1:24.037,+2.074s
7,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:24.295,+2.332s
8,16,Karl WendlingerWEN,March Ilmor,1:24.331,+2.368s
9,27,Jean AlesiALE,Ferrari,1:24.384,+2.421s
10,32,Stefano ModenaMOD,Jordan Yamaha,1:24.392,+2.429s
11,28,Ivan CapelliCAP,Ferrari,1:24.620,+2.657s
12,20,Martin BrundleBRU,Benetton Ford,1:24.636,+2.673s
13,29,Bertrand GachotGAC,Venturi Lamborghini,1:24.702,+2.739s
14,33,Mauricio GugelminGUG,Jordan Yamaha,1:25.124,+3.161s
15,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:25.156,+3.193s
16,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:25.508,+3.545s
17,22,Pierluigi MartiniMAR,Dallara Ferrari,1:25.844,+3.881s
18,25,Thierry BoutsenBOU,Ligier Renault,1:26.003,+4.040s
19,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:26.311,+4.348s
20,12,Johnny HerbertHER,Lotus Ford,1:26.328,+4.365s
21,11,Mika HakkinenHAK,Lotus Ford,1:26.343,+4.380s
22,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:26.388,+4.425s
23,26,Erik ComasCOM,Ligier Renault,1:26.610,+4.647s
24,15,Gabriele TarquiniTAR,Fondmetal Ford,1:26.821,+4.858s
25,34,Roberto MorenoMOR,Moda Judd,1:27.419,+5.456s
26,23,Christian FittipaldiFIT,Minardi Lamborghini,1:27.622,+5.659s
27,8,Damon HillHIL,Brabham Judd,1:27.647,+5.684s
28,7,Eric van de PoeleVAN,Brabham Judd,1:27.899,+5.936s
29,17,Paul BelmondoBEL,March Ilmor,1:28.229,+6.266s
30,14,Andrea ChiesaCHI,Fondmetal Ford,1:28.907,+6.944s
