Pos,No,Driver,Car,Time,Gap
1,5,Nigel MansellMAN,Williams Renault,1:17.213,
2,6,Riccardo PatresePAT,Williams Renault,1:17.671,+0.458s
3,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:19.188,+1.975s
4,19,Michael SchumacherMSC,Benetton Ford,1:19.217,+2.004s
5,1,Ayrton SennaSEN,McLaren Honda,1:19.551,+2.338s
6,2,Gerhard BergerBER,McLaren Honda,1:19.657,+2.444s
7,27,Jean AlesiALE,Ferrari,1:19.734,+2.521s
8,32,Stefano ModenaMOD,Jordan Yamaha,1:19.744,+2.531s
9,22,Pierluigi MartiniMAR,Dallara Ferrari,1:19.797,+2.584s
10,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:19.898,+2.685s
11,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:20.066,+2.853s
12,26,Erik ComasCOM,Ligier Renault,1:20.093,+2.880s
13,33,Mauricio GugelminGUG,Jordan Yamaha,1:20.286,+3.073s
14,15,Gabriele TarquiniTAR,Fondmetal Ford,1:20.320,+3.107s
15,11,Mika HakkinenHAK,Lotus Ford,1:20.333,+3.120s
16,9,Michele AlboretoALB,Footwork Mugen Honda,1:20.381,+3.168s
17,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:20.471,+3.258s
18,20,Martin BrundleBRU,Benetton Ford,1:20.548,+3.335s
19,12,Johnny HerbertHER,Lotus Ford,1:20.915,+3.702s
20,16,Karl WendlingerWEN,March Ilmor,1:21.096,+3.883s
21,29,Bertrand GachotGAC,Venturi Lamborghini,1:21.123,+3.910s
22,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:21.312,+4.099s
23,28,Ivan CapelliCAP,Ferrari,1:21.559,+4.346s
24,23,Christian FittipaldiFIT,Minardi Lamborghini,1:21.624,+4.411s
25,30,Ukyo KatayamaKAT,Venturi Lamborghini,1:21.655,+4.442s
26,25,Thierry BoutsenBOU,Ligier Renault,1:21.700,+4.487s
27,14,Andrea ChiesaCHI,Fondmetal Ford,1:21.955,+4.742s
28,17,Paul BelmondoBEL,March Ilmor,1:22.423,+5.210s
29,7,Eric van de PoeleVAN,Brabham Judd,1:24.300,+7.087s
30,8,Giovanna AmatiAMA,Brabham Judd,1:26.810,+9.597s
