Pos,No,Driver,Car,Time,Gap
1,5,Nigel MansellMAN,Williams Renault,1:22.308,
2,6,Riccardo PatresePAT,Williams Renault,1:23.416,+1.108s
3,19,Michael SchumacherMSC,Benetton Ford,1:23.893,+1.585s
4,1,Ayrton SennaSEN,McLaren Honda,1:23.945,+1.637s
5,27,Jean AlesiALE,Ferrari,1:24.285,+1.977s
6,2,Gerhard BergerBER,McLaren Honda,1:24.363,+2.055s
7,4,Andrea de CesarisDEC,Tyrrell Ilmor,1:24.668,+2.360s
8,29,Bertrand GachotGAC,Venturi Lamborghini,1:24.714,+2.406s
9,20,Martin BrundleBRU,Benetton Ford,1:24.901,+2.593s
10,25,Thierry BoutsenBOU,Ligier Renault,1:25.071,+2.763s
11,3,Olivier GrouillardGRO,Tyrrell Ilmor,1:25.098,+2.790s
12,17,Emanuele NaspettiNAS,March Ilmor,1:25.188,+2.880s
13,24,Gianni MorbidelliMOR,Minardi Lamborghini,1:25.329,+3.021s
14,22,Pierluigi MartiniMAR,Dallara Ferrari,1:25.548,+3.240s
15,9,Michele AlboretoALB,Footwork Mugen Honda,1:25.561,+3.253s
16,28,Ivan CapelliCAP,Ferrari,1:25.694,+3.386s
17,10,Aguri SuzukiSUZ,Footwork Mugen Honda,1:25.695,+3.387s
18,11,Mika HakkinenHAK,Lotus Ford,1:25.822,+3.514s
19,21,Jyrki JarvilehtoJAR,Dallara Ferrari,1:25.926,+3.618s
20,26,Erik ComasCOM,Ligier Renault,1:26.102,+3.794s
21,16,Karl WendlingerWEN,March Ilmor,1:26.234,+3.926s
22,33,Mauricio GugelminGUG,Jordan Yamaha,1:26.357,+4.049s
23,30,Ukyo KatayamaKAT,Venturi Lamborghini,1:27.182,+4.874s
24,14,Eric van de PoeleVAN,Fondmetal Ford,1:27.242,+4.934s
25,12,Johnny HerbertHER,Lotus Ford,1:27.379,+5.071s
26,32,Stefano ModenaMOD,Jordan Yamaha,1:27.606,+5.298s
27,23,Christian FittipaldiFIT,Minardi Lamborghini,1:27.783,+5.475s
